"FORMULARIO";"C_001_01";"C_001_02";"C_001_03";"C_001_04";"C_001_05";"C_001_06";"C_001_07";"C_001_08";"C_001_09";"C_001_10";"C_001_11";"C_001_12";"C_001_13";"C_001_77";"C_001_77_A";"C_001_77_B";"C_001_77_C";"C_001_PLACA";"C_001_88";"F_EXP"
"0975";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;11,30
"0976";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,99
"0979";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;19,28
"0981";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,73
"0983";0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;1;0;147,32
"0984";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,96
"0985";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;14,12
"0986";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;16,47
"0987";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,52
"0989";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;17,52
"0990";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;18,60
"0991";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,52
"0992";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,40
"0993";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;18,06
"0994";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;18,60
"0995";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;26,44
"0997";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;25,30
"1001";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;10,37
"1002";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;10,37
"1003";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;67,11
"1004";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;85,08
"1006";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;65,33
"1007";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;67,11
"1009";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;170,13
"1011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;67,11
"1012";0;0;0;0;0;0;0;0;0;0;0;0;0;1;"BUSETA";;;0;0;13,02
"1016";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;218,68
"1017";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;81,09
"1018";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;137,34
"1019";0;1;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;24,94
"1020";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;24,94
"1021";1;0;0;1;0;0;0;0;0;0;0;1;0;;;;;2;0;29,11
"1022";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;17,74
"1023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;23,63
"1024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;24,94
"1026";2;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";2;0;212,85
"1028";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;7,15
"1029";2;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;137,12
"1030";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;18,79
"1031";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,63
"1032";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;17,74
"1033";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,63
"1035";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,66
"1036";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;31,84
"1037";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;20,30
"1038";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,70
"1039";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;31,84
"1040";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,40
"1042";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;67,72
"1044";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;35,99
"1045";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;61,99
"1046";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;26,50
"1050";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,26
"1051";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,57
"1052";0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;1;0;12,73
"1053";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,30
"1054";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,50
"1055";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;164,57
"1056";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;10,50
"1057";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;4,61
"1059";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;13,05
"1060";0;0;0;1;0;0;0;0;0;0;2;0;0;;;;;1;0;11,92
"1062";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;24,73
"1063";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;11,47
"1064";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;12,60
"1065";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;71,31
"1066";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,27
"1067";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,27
"1071";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,43
"1072";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;45,08
"1073";0;1;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;30,69
"1074";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;30,69
"1075";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;12,33
"1077";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;43,17
"1078";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;28,61
"1079";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;24,52
"1080";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;36,99
"1082";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,99
"1083";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,57
"1084";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;9,01
"1085";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;9,01
"1086";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;9,70
"1087";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;36,96
"1088";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;11,99
"1091";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;37,41
"1093";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;16,49
"1095";1;0;0;0;0;0;0;0;0;0;0;2;0;;;;;1;0;100,89
"1096";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,41
"1097";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;48,35
"1098";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;48,35
"1099";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;44,50
"1101";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;9,34
"1104";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;10,50
"1105";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;20,69
"1106";0;1;0;1;0;0;0;0;0;0;0;3;0;;;;;2;0;19,58
"1107";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,14
"1108";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,82
"1109";1;0;0;0;0;0;0;0;0;0;0;2;0;;;;;1;0;34,22
"1111";1;0;0;1;0;0;0;0;0;0;0;2;0;0;"0";"0";"00";2;0;42,34
"1113";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;37,31
"1114";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;35,11
"1116";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;43,08
"1119";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;78,23
"1120";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;81,37
"1121";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;124,87
"1124";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";"0";0;0;20,21
"1125";1;0;0;0;0;0;0;0;0;0;0;0;0;0;;"0";;1;0;21,30
"1126";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;29,74
"1127";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;12,04
"1128";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;24,73
"1129";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;26,62
"1130";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;22,41
"1131";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,62
"1132";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,62
"1134";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,21
"1135";3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3;0;398,18
"1136";2;0;0;2;0;0;0;0;0;0;0;0;0;;;;;4;0;27,27
"1137";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,34
"1138";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;57,34
"1139";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;49,54
"1141";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;292,19
"1142";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;124,77
"1144";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"00";0;0;36,28
"1146";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;25,56
"1148";0;2;0;0;0;0;0;0;0;0;0;3;0;;;;;2;0;116,95
"1149";1;1;0;0;0;0;0;0;0;0;1;0;0;;;;;2;0;97,94
"1150";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;5,79
"1151";1;0;0;1;0;0;0;0;0;0;1;0;0;0;"0";"000";"0";2;0;5,24
"1152";0;0;0;1;0;0;0;0;0;0;1;1;0;;;;;1;0;189,29
"1153";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;159,84
"1154";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;17,53
"1155";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;17,53
"1156";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,27
"1157";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;6,82
"1158";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;10,06
"1161";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;22,53
"1163";1;0;0;1;0;0;0;0;0;0;0;1;0;;;;;2;0;39,67
"1164";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;39,67
"1166";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;36,98
"1167";0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;0;0;48,35
"1174";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;67,11
"1175";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;37,87
"1176";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;86,26
"1177";0;0;0;0;0;0;0;0;0;0;0;0;;0;"00";"00";"0";0;1;22,67
"1178";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;58,48
"1179";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;221,30
"1180";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";;0;0;27,35
"1183";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;17,57
"1185";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;54,95
"1186";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;105,94
"1187";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;30,07
"1189";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;14,38
"1190";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;30,07
"1191";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,44
"1192";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;15,91
"1193";1;0;0;2;0;0;0;0;0;0;0;2;0;;;;;3;0;43,74
"1194";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;6,21
"1196";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;20,76
"1197";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;20,76
"1199";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,50
"1201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;26,70
"1202";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;16,93
"1203";1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;1;0;33,08
"1204";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;19,27
"1205";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;17,73
"1206";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;13,82
"1207";0;0;0;1;0;0;0;0;0;0;0;2;0;;;;;1;0;13,21
"1208";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;18,21
"1209";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;5,40
"1210";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;24,41
"1211";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;16,14
"1212";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;26,50
"1213";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;41,33
"1216";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;25,90
"1217";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;28,27
"1218";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;28,27
"1219";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;75,24
"1220";1;0;0;1;0;0;0;0;0;0;0;1;0;;;;;2;0;75,24
"1221";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;64,53
"1222";1;0;0;1;0;0;0;0;0;0;0;1;0;;;;;2;0;85,95
"1225";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;96,66
"1226";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;64,53
"1228";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";1;0;177,00
"1229";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;80,59
"1230";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;30,56
"1231";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;54,68
"1232";0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;0;15,89
"1233";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;161,53
"1235";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;35,47
"1236";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;18,24
"1237";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;42,90
"1238";1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;2;0;31,19
"1239";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;28,84
"1240";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;32,32
"1242";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;40,39
"1244";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"00";"0";0;0;53,08
"1245";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;46,87
"1246";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;26,87
"1249";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;27,12
"1250";2;0;0;1;0;0;0;0;0;0;0;0;0;;;;;3;0;27,12
"1256";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;86,95
"1257";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;12,41
"1258";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;12,41
"1259";1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;1;0;17,22
"1262";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;51,55
"1263";2;0;0;0;0;0;0;0;0;0;0;2;0;;;;;2;0;36,98
"1264";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;41,30
"1265";0;2;0;0;0;0;0;0;0;0;0;1;0;;;;;2;0;72,84
"1266";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,08
"1268";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;17,74
"1269";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;92,75
"1270";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;19,08
"1271";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;19,08
"1272";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;52,76
"1273";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;52,76
"1274";2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;0;51,00
"1275";0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;65,08
"1276";1;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"00";"0";1;0;51,10
"1277";1;2;0;0;0;0;0;0;0;0;0;0;0;;;;;3;0;150,00
"1279";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;133,32
"1280";1;0;0;1;0;0;0;0;0;0;0;2;0;;;;;2;0;62,38
"1281";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";0;0;40,01
"1282";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;84,02
"1283";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;1;36,34
"1284";0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;1;0;34,06
"1285";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";1;0;50,41
"1286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;117,89
"1287";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;93,86
"1288";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;38,30
"1289";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;99,49
"1291";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;33,17
"1292";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;1;65,88
"1293";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;1;82,43
"1294";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;3,49
"1297";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;64,12
"1298";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;25,66
"1299";1;0;0;0;0;0;0;0;0;0;0;0;;0;"00";"0";"0";1;0;60,13
"1300";0;0;0;1;0;0;0;0;0;0;1;0;0;0;"00";"0";"0";1;0;27,20
"1301";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;34,73
"1302";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;41,24
"1303";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;20,02
"1304";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;12,08
"1305";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"00";0;0;13,65
"1306";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;29,27
"1307";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;402,85
"1308";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;85,31
"1309";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"000";;1;0;17,63
"1310";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;25,23
"1311";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;94,21
"1312";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;33,15
"1313";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;31,23
"1315";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;82,71
"1316";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";;0;0;82,71
"1317";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;84,19
"1318";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;40,39
"1320";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;21,78
"1321";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;51,42
"1322";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;31,19
"1323";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;104,05
"1325";1;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";2;0;279,88
"1326";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;279,88
"1327";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;314,00
"1328";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;279,88
"1329";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"000";"0";1;0;33,17
"1330";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;46,94
"1331";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,36
"1332";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;19,16
"1333";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;47,88
"1335";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;29,47
"1336";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,36
"1337";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;29,47
"1340";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;47,91
"1342";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;28,99
"1343";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;132,70
"1345";1;0;0;1;0;0;0;0;0;0;2;0;0;;;;;2;0;98,32
"1347";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;34,25
"1348";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;23,72
"1349";0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;2;0;35,02
"1351";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;103,48
"1352";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;42,28
"1353";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;34,30
"1354";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;27,85
"1355";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;66,97
"1356";0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;120,25
"1357";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;40,26
"1359";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";;0;0;50,43
"1361";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;44,16
"1362";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;37,17
"1363";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;34,92
"1364";0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;34,92
"1365";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;312,84
"1366";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;88,54
"1368";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";1;0;36,91
"1370";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;10,97
"1373";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;50,49
"1379";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"00";1;0;18,56
"1380";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;34,05
"1383";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"0";"0";0;0;80,46
"1384";0;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"0";"0";0;0;12,39
"1386";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;8,14
"1387";0;0;0;2;0;0;0;0;0;0;0;0;0;0;"00";"00";"0";2;0;140,14
"1389";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;38,74
"1390";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;26,69
"1391";0;0;0;0;0;0;0;0;0;0;0;0;0;;"00";"0";"00";0;0;31,83
"1392";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"0";"0";"000";1;0;86,30
"1393";1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;59,86
"1394";0;0;0;1;0;0;0;0;0;0;0;0;0;0;"00";"0";"00";1;0;167,91
"1395";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";0;0;21,11
"1396";0;0;0;1;0;0;0;0;0;0;0;0;0;0;;"00";"0";1;0;22,23
"1397";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"0";"00";"0";1;0;24,43
"1399";0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;24,43
"1400";1;0;0;0;0;0;0;0;0;0;0;1;0;0;"0";"00";"0";1;0;8,31
"1401";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"00";"0";"0";0;0;5,49
