FORMULARIO;ID_000;ID_003;ID_004;ID_005;ID_006;ID_008_HH;ID_008_MM;ID_008_A;A_003;A_004;A_005;A_006;A_007;A_008;Municipio;Comuna;Estrato;F_EXP
1038;2443;155;1;01-21-4439;26/5/2017 0:00:00;10;50;a. m.;1;3;4;1;1;1;Pereira;El Rocio;4;16,70
1039;2443;155;2;01-21-4426;26/5/2017 0:00:00;11;40;a. m.;1;1;4;1;4;4;Pereira;El Rocio;4;31,84
1040;2443;155;2;01-21-4426;26/5/2017 0:00:00;1;27;p. m.;1;3;4;1;1;1;Pereira;El Rocio;4;27,40
1042;2443;158;1;01-21-4479;27/5/2017 0:00:00;10;15;a. m.;1;1;4;1;4;4;Pereira;El Rocio;4;67,72
1044;2443;158;3;01-21-4471;27/5/2017 0:00:00;12;10;p. m.;1;1;4;1;1;1;Pereira;El Rocio;4;35,99
1045;2443;158;1;01-21-4479;27/5/2017 0:00:00;10;20;a. m.;1;1;4;1;3;3;Pereira;El Rocio;4;61,99
1046;2443;158;2;01-21-4467;27/5/2017 0:00:00;11;15;a. m.;1;1;4;1;2;2;Pereira;El Rocio;4;26,50
1050;2443;119;1;01-06-1506;24/5/2017 0:00:00;6;0;p. m.;1;3;4;1;3;3;Pereira;El Jardin;4;17,26
1051;2443;119;1;01-06-1500;25/5/2017 0:00:00;11;35;a. m.;1;3;4;1;2;2;Pereira;El Jardin;4;8,57
1052;2443;105;5;01-12-1742;24/5/2017 0:00:00;4;0;p. m.;1;3;2;1;5;4;Pereira;San Nicolas;2;12,73
1053;2443;119;1;01-06-1505;24/5/2017 0:00:00;5;50;p. m.;1;1;4;1;2;2;Pereira;El Jardin;4;11,30
1054;2443;119;1;01-06-1503;25/5/2017 0:00:00;12;0;p. m.;1;3;4;1;2;2;Pereira;El Jardin;4;10,50
1055;2443;105;4;01-12-1651;24/5/2017 0:00:00;4;25;p. m.;1;6;2;1;3;3;Pereira;San Nicolas;2;164,57
1056;2443;119;1;01-06-1503;24/5/2017 0:00:00;6;30;p. m.;1;3;4;1;2;2;Pereira;El Jardin;4;10,50
1057;2443;119;1;01-06-1499;25/5/2017 0:00:00;11;35;a. m.;1;3;4;1;1;1;Pereira;El Jardin;4;4,61
1059;2443;119;1;01-06-1505;24/5/2017 0:00:00;5;54;p. m.;1;1;4;1;3;3;Pereira;El Jardin;4;13,05
1060;2443;119;2;01-17-4406;25/5/2017 0:00:00;2;50;p. m.;1;3;4;1;3;2;Pereira;El Poblado;4;11,92
1062;2443;140;2;01-17-1003;27/5/2017 0:00:00;9;55;a. m.;2;3;4;1;1;1;Pereira;El Poblado;4;24,73
1063;2443;138;2;01-17-4406;25/5/2017 0:00:00;2;26;p. m.;1;1;4;1;2;2;Pereira;El Poblado;4;11,47
1064;2443;140;1;01-17-0990;27/5/2017 0:00:00;12;2;p. m.;2;5;4;1;1;1;Pereira;El Poblado;4;12,60
1065;2443;154;1;01-10-2041;1/6/2017 0:00:00;6;40;p. m.;1;1;3;1;4;4;Pereira;Olimpica;3;71,31
1066;2443;69;1;01-14-1092;31/5/2017 0:00:00;3;15;p. m.;2;1;5;1;1;1;Pereira;Boston;5;19,27
1067;2443;69;1;01-14-1092;31/5/2017 0:00:00;3;45;p. m.;2;3;5;1;1;1;Pereira;Boston;5;19,27
1071;2443;154;4;01-10-2038;1/5/2017 0:00:00;6;20;p. m.;1;5;3;1;3;3;Pereira;Olimpica;3;28,43
1072;2443;154;4;01-10-2038;1/6/2017 0:00:00;6;11;p. m.;1;3;3;1;4;4;Pereira;Olimpica;3;45,08
1073;2443;154;5;01-10-2036;1/6/2017 0:00:00;4;51;p. m.;1;3;3;1;3;2;Pereira;Olimpica;3;30,69
1074;2443;154;5;01-10-2036;1/6/2017 0:00:00;5;0;p. m.;1;3;3;1;3;3;Pereira;Olimpica;3;30,69
1075;2443;154;5;01-10-2036;1/6/2017 0:00:00;6;30;p. m.;1;1;3;1;2;2;Pereira;Olimpica;3;12,33
1077;2443;154;1;01-10-2041;1/6/2017 0:00:00;7;0;p. m.;1;3;3;1;3;3;Pereira;Olimpica;3;43,17
1078;9147;166;2;01-20-2475;27/7/2017 0:00:00;4;0;p. m.;1;3;2;1;2;2;Pereira;Perla de Otun;2;28,61
1079;9147;33;4;01-15-0548;25/7/2017 0:00:00;3;50;p. m.;1;1;3;1;7;7;Pereira;Cuba;3;24,52
1080;2443;181;2;01-19-4748;27/5/2017 0:00:00;10;45;a. m.;2;3;4;1;3;3;Pereira;San Joaquin;4;36,99
1082;2443;123;5;01-06-1701;25/5/2017 0:00:00;3;0;p. m.;1;3;4;1;2;2;Pereira;El Jardin;4;11,99
1083;2443;122;3;01-06-1544;25/5/2017 0:00:00;3;5;p. m.;1;1;4;1;2;2;Pereira;El Jardin;4;8,57
1084;2443;122;1;01-06-1540;25/5/2017 0:00:00;3;30;p. m.;1;1;4;1;4;4;Pereira;El Jardin;4;9,01
1085;2443;122;2;01-06-1543;25/5/2017 0:00:00;4;50;p. m.;1;1;4;1;4;4;Pereira;El Jardin;4;9,01
1086;2443;122;2;01-06-1543;25/5/2017 0:00:00;2;30;p. m.;1;1;4;1;5;5;Pereira;El Jardin;4;9,70
1087;2443;182;4;01-19-4833;27/5/2017 0:00:00;11;30;a. m.;1;3;4;1;3;3;Pereira;San Joaquin;4;36,96
1088;2443;123;5;01-06-1701;25/5/2017 0:00:00;3;20;p. m.;1;3;4;1;2;2;Pereira;El Jardin;4;11,99
1091;2443;181;2;01-19-4748;27/5/2017 0:00:00;10;50;a. m.;2;3;4;1;2;2;Pereira;San Joaquin;4;37,41
1093;2443;182;5;01-19-4836;27/5/2017 0:00:00;10;15;a. m.;1;3;4;1;3;3;Pereira;San Joaquin;4;16,49
1095;2443;500;1;01-32-2569;2/6/2017 0:00:00;6;10;p. m.;1;1;6;1;2;2;Pereira;Rural 2;6;100,89
1096;2443;181;2;01-19-4748;26/5/2017 0:00:00;5;10;p. m.;2;1;4;1;2;2;Pereira;San Joaquin;4;37,41
1097;2443;181;3;01-19-4733;27/5/2017 0:00:00;1;0;p. m.;2;3;4;1;1;1;Pereira;San Joaquin;4;48,35
1098;2443;181;3;01-19-4733;27/5/2017 0:00:00;11;10;a. m.;2;1;4;1;3;3;Pereira;San Joaquin;4;48,35
1099;2443;501;1;01-32-2938;2/6/2017 0:00:00;6;15;a. m.;1;1;6;1;2;2;Pereira;Rural 2;6;44,50
1101;2443;124;1;01-06-1555;25/5/2017 0:00:00;2;49;p. m.;1;3;4;1;2;2;Pereira;El Jardin;4;9,34
1104;2443;124;4;01-06-1661;25/5/2017 0:00:00;4;0;p. m.;1;1;4;1;2;2;Pereira;El Jardin;4;10,50
1105;2443;134;5;01-10-2008;25/5/2017 0:00:00;5;45;p. m.;1;3;4;1;2;2;Pereira;Olimpica;4;20,69
1106;2443;134;5;01-10-2008;25/5/2017 0:00:00;3;20;p. m.;1;3;4;1;4;4;Pereira;Olimpica;4;19,58
1107;2443;134;5;01-10-2008;25/5/2017 0:00:00;4;15;p. m.;1;1;4;1;3;3;Pereira;Olimpica;4;20,14
1108;2443;134;3;01-10-2188;26/5/2017 0:00:00;4;0;p. m.;1;1;4;1;4;4;Pereira;Olimpica;4;28,82
1109;2443;161;2;01-21-4484;31/5/2017 0:00:00;4;10;p. m.;2;2;4;1;2;2;Pereira;El Rocio;4;34,22
1111;9147;161;2;01-21-4422;31/5/2017 0:00:00;3;45;p. m.;1;2;4;1;3;3;Pereira;El Rocio;4;42,34
1113;2443;161;3;01-21-4425;31/5/2017 0:00:00;4;0;p. m.;1;3;4;1;3;3;Pereira;El Rocio;4;37,31
1114;2443;161;3;01-21-4425;31/5/2017 0:00:00;4;44;p. m.;1;3;4;1;2;2;Pereira;El Rocio;4;35,11
1116;2443;161;4;01-21-4420;31/5/2017 0:00:00;5;10;p. m.;1;1;4;1;2;2;Pereira;El Rocio;4;43,08
1119;2443;26;3;01-04-0849;7/6/2017 0:00:00;3;40;p. m.;2;3;5;1;2;2;Pereira;Centro;5;78,23
1120;2443;25;4;01-04-0743;7/6/2017 0:00:00;6;0;p. m.;2;3;5;1;3;3;Pereira;Centro;5;81,37
1121;2443;500;1;01-32-2569;2/6/2017 0:00:00;5;50;p. m.;1;1;6;1;2;2;Pereira;Rural 2;6;124,87
1124;9147;69;4;01-14-1100;26/5/2017 0:00:00;6;35;p. m.;2;1;5;1;1;1;Pereira;Boston;5;20,21
1125;9147;69;4;01-14-1100;26/5/2017 0:00:00;6;50;p. m.;2;1;5;1;2;2;Pereira;Boston;5;21,30
1126;9147;135;2;01-10-4645;26/5/2017 0:00:00;7;20;p. m.;2;3;5;1;1;1;Pereira;Olimpica;5;29,74
1127;2443;44;4;01-15-2269;3/6/2017 0:00:00;2;0;p. m.;1;3;4;2;2;2;Pereira;Cuba;4;12,04
1128;2443;140;1;01-17-1298;27/5/2017 0:00:00;9;10;a. m.;1;3;4;1;1;1;Pereira;El Poblado;4;24,73
1129;2443;139;1;01-17-1002;26/5/2017 0:00:00;12;20;p. m.;1;1;4;1;2;2;Pereira;El Poblado;4;26,62
1130;2443;139;1;01-17-0984;26/5/2017 0:00:00;12;0;p. m.;1;3;4;1;1;1;Pereira;El Poblado;4;22,41
1131;2443;140;2;01-17-1003;27/5/2017 0:00:00;9;30;a. m.;1;1;4;1;2;2;Pereira;El Poblado;4;26,62
1132;2443;139;1;01-17-1002;26/5/2017 0:00:00;11;55;a. m.;1;1;4;1;2;2;Pereira;El Poblado;4;26,62
1134;2443;139;1;01-17-1041;26/5/2017 0:00:00;12;30;p. m.;1;1;4;1;1;1;Pereira;El Poblado;4;16,21
1135;2443;140;1;01-17-1298;27/5/2017 0:00:00;10;0;a. m.;1;3;4;1;4;4;Pereira;El Poblado;4;398,18
1136;2443;139;1;01-17-0984;26/5/2017 0:00:00;11;45;a. m.;1;3;4;1;3;3;Pereira;El Poblado;4;27,27
1137;2443;139;2;01-17-1041;26/5/2017 0:00:00;1;0;p. m.;1;4;4;1;2;2;Pereira;El Poblado;4;17,34
1138;9147;34;3;01-15-2083;25/7/2017 0:00:00;5;24;p. m.;1;5;3;1;2;2;Pereira;Cuba;3;57,34
1139;2443;34;3;01-15-2083;25/7/2017 0:00:00;6;40;p. m.;1;1;3;1;5;5;Pereira;Cuba;3;49,54
1141;2443;35;3;01-15-2419;26/7/2017 0:00:00;3;20;p. m.;2;3;3;4;3;3;Pereira;Cuba;3;292,19
1142;2443;36;4;01-15-2129;26/7/2017 0:00:00;5;26;p. m.;1;1;3;1;5;4;Pereira;Cuba;3;124,77
1144;9147;166;1;01-20-2481;27/7/2017 0:00:00;3;43;p. m.;1;1;2;1;2;2;Pereira;Perla de Otun;2;36,28
1146;9147;169;1;01-20-2510;28/7/2017 0:00:00;3;50;p. m.;1;2;2;1;4;4;Pereira;Perla de Otun;2;25,56
1148;2443;500;1;01-32-2569;2/6/2017 0:00:00;3;30;p. m.;1;1;6;1;3;3;Pereira;Rural 2;6;116,95
1149;2443;500;1;01-32-2569;2/6/2017 0:00:00;6;30;p. m.;1;1;6;1;4;3;Pereira;Rural 2;6;97,94
1150;2443;33;1;01-15-2293;25/7/2017 0:00:00;3;2;p. m.;1;1;3;1;1;1;Pereira;Cuba;3;5,79
1151;9147;33;1;01-15-2293;25/7/2017 0:00:00;3;59;p. m.;1;1;3;1;7;6;Pereira;Cuba;3;5,24
1152;2443;34;1;01-15-2065;25/7/2017 0:00:00;6;10;p. m.;1;1;3;1;4;4;Pereira;Cuba;3;189,29
1153;2443;35;4;01-15-2331;26/7/2017 0:00:00;3;30;p. m.;1;5;3;1;2;2;Pereira;Cuba;3;159,84
1154;2443;36;5;01-15-2332;26/7/2017 0:00:00;4;38;p. m.;2;3;3;1;2;2;Pereira;Cuba;3;17,53
1155;2443;36;5;01-15-2332;26/7/2017 0:00:00;5;14;p. m.;2;3;3;1;2;2;Pereira;Cuba;3;17,53
1156;2443;121;5;01-06-1521;25/5/2017 0:00:00;7;0;p. m.;1;1;4;1;5;4;Pereira;El Jardin;4;8,27
1157;2443;121;5;01-06-1521;26/5/2017 0:00:00;2;15;p. m.;1;1;4;1;2;2;Pereira;El Jardin;4;6,82
1158;2443;120;3;01-06-1509;26/5/2017 0:00:00;3;30;p. m.;1;3;4;1;2;2;Pereira;El Jardin;4;10,06
1161;2443;163;5;01-21-4443;31/5/2017 0:00:00;3;10;p. m.;1;1;4;1;1;1;Pereira;El Rocio;4;22,53
1163;2443;162;2;01-21-4433;27/5/2017 0:00:00;9;55;a. m.;1;3;4;1;5;5;Pereira;El Rocio;4;39,67
1164;2443;162;2;01-21-4433;27/5/2017 0:00:00;10;56;a. m.;1;3;4;1;5;5;Pereira;El Rocio;4;39,67
1166;2443;162;5;01-21-4431;27/5/2017 0:00:00;10;30;a. m.;1;3;4;1;3;3;Pereira;El Rocio;4;36,98
1167;2443;183;2;01-19-4917;31/5/2017 0:00:00;3;45;p. m.;2;5;4;1;1;1;Pereira;San Joaquin;4;48,35
1174;2443;82;5;01-14-0887;26/5/2017 0:00:00;12;0;p. m.;1;3;4;1;2;2;Pereira;Boston;4;67,11
1175;9147;166;5;01-20-2482;27/7/2017 0:00:00;3;30;p. m.;2;1;2;1;1;1;Pereira;Perla de Otun;2;37,87
1176;2443;167;3;01-20-2477;27/7/2017 0:00:00;4;28;p. m.;1;1;2;1;1;1;Pereira;Perla de Otun;2;86,26
1177;9147;168;4;01-20-2446;28/7/2017 0:00:00;2;50;p. m.;2;3;2;1;5;4;Pereira;Perla de Otun;2;22,67
1178;2443;169;4;01-20-2447;28/7/2017 0:00:00;3;27;p. m.;2;3;2;1;4;2;Pereira;Perla de Otun;2;58,48
1179;2443;177;1;01-20-0672;1/8/2017 0:00:00;4;20;p. m.;1;1;3;1;3;3;Pereira;Perla de Otun;3;221,30
1180;9147;235;5;01-18-1786;3/8/2017 0:00:00;3;4;p. m.;1;3;2;1;3;3;Pereira;El Oso;2;27,35
1183;9147;175;5;01-20-2940;28/7/2017 0:00:00;2;50;p. m.;1;3;2;1;3;2;Pereira;Perla de Otun;2;17,57
1185;9147;175;3;01-20-2703;28/7/2017 0:00:00;2;20;p. m.;1;1;2;1;3;3;Pereira;Perla de Otun;2;54,95
1186;2443;185;1;01-19-4806;26/7/2017 0:00:00;5;33;p. m.;2;3;3;1;3;3;Pereira;San Joaquin;3;105,94
1187;2443;191;4;01-19-1863;26/7/2017 0:00:00;4;30;p. m.;2;3;2;1;3;2;Pereira;San Joaquin;2;30,07
1189;2443;141;1;01-17-0958;1/6/2017 0:00:00;4;30;p. m.;1;1;3;1;1;1;Pereira;El Poblado;3;14,38
1190;2443;191;4;01-19-1863;26/7/2017 0:00:00;3;30;p. m.;2;5;2;1;3;3;Pereira;San Joaquin;2;30,07
1191;2443;156;1;01-21-4679;27/5/2017 0:00:00;11;12;a. m.;1;1;4;1;3;3;Pereira;El Rocio;4;26,44
1192;2443;141;1;01-17-0958;1/6/2017 0:00:00;4;25;p. m.;1;3;3;1;3;2;Pereira;El Poblado;3;15,91
1193;2443;501;1;01-32-2938;2/6/2017 0:00:00;5;0;p. m.;1;2;6;1;4;4;Pereira;Rural 2;6;43,74
1194;2443;41;3;01-15-2342;25/7/2017 0:00:00;3;30;p. m.;1;3;3;1;4;4;Pereira;Cuba;3;6,21
1196;9147;173;1;01-20-2484;28/7/2017 0:00:00;3;55;p. m.;1;3;2;1;5;3;Pereira;Perla de Otun;2;20,76
1197;2443;173;1;01-20-2484;28/7/2017 0:00:00;4;45;p. m.;1;1;2;1;5;5;Pereira;Perla de Otun;2;20,76
1199;2443;171;1;01-20-2528;27/7/2017 0:00:00;6;30;p. m.;1;2;2;1;3;3;Pereira;Perla de Otun;2;16,50
1201;9147;42;2;01-15-2356;26/7/2017 0:00:00;10;40;a. m.;1;3;1;2;4;4;Pereira;Cuba;1;26,70
1202;2443;140;5;01-17-1284;27/5/2017 0:00:00;11;7;a. m.;1;1;4;1;3;3;Pereira;El Poblado;4;16,93
1203;2443;140;3;01-17-1477;27/5/2017 0:00:00;11;0;a. m.;2;3;4;1;3;3;Pereira;El Poblado;4;33,08
1204;2443;69;1;01-14-1092;31/5/2017 0:00:00;2;30;p. m.;1;1;5;1;1;1;Pereira;Boston;5;19,27
1205;2443;171;1;01-20-2528;27/7/2017 0:00:00;7;0;p. m.;1;3;2;1;5;5;Pereira;Perla de Otun;2;17,73
1206;2443;140;4;01-17-0990;27/5/2017 0:00:00;10;55;a. m.;1;1;4;1;3;3;Pereira;El Poblado;4;13,82
1207;2443;140;4;01-17-0990;27/5/2017 0:00:00;11;35;a. m.;1;2;4;1;2;2;Pereira;El Poblado;4;13,21
1208;9147;41;2;01-15-2235;26/7/2017 0:00:00;1;55;p. m.;1;1;3;1;4;4;Pereira;Cuba;3;18,21
1209;2443;41;5;01-15-2189;25/7/2017 0:00:00;5;0;p. m.;1;1;3;1;4;4;Pereira;Cuba;3;5,40
1210;9147;42;2;01-15-2356;25/7/2017 0:00:00;10;50;a. m.;1;1;1;1;5;5;Pereira;Cuba;1;24,41
1211;9147;42;4;01-15-1912;26/7/2017 0:00:00;11;30;p. m.;1;3;1;1;5;5;Pereira;Cuba;1;16,14
1212;2443;158;2;01-21-4467;27/5/2017 0:00:00;11;5;a. m.;1;3;4;1;2;2;Pereira;El Rocio;4;26,50
1213;2443;158;3;01-21-4471;27/5/2017 0:00:00;11;45;a. m.;1;2;4;1;3;3;Pereira;El Rocio;4;41,33
1216;2443;158;4;01-21-4472;31/5/2017 0:00:00;2;45;p. m.;1;1;4;1;2;2;Pereira;El Rocio;4;25,90
1217;2443;158;4;01-21-4472;31/5/2017 0:00:00;2;55;p. m.;1;3;4;1;4;4;Pereira;El Rocio;4;28,27
1218;2443;158;4;01-21-4472;31/5/2017 0:00:00;4;10;p. m.;1;3;4;1;4;4;Pereira;El Rocio;4;28,27
1219;2443;142;3;01-17-0960;1/6/2017 0:00:00;6;35;p. m.;1;2;3;1;3;3;Pereira;El Poblado;3;75,24
1220;2443;142;1;01-17-0907;1/6/2017 0:00:00;3;0;p. m.;1;1;3;1;3;3;Pereira;El Poblado;3;75,24
1221;2443;142;1;01-17-0907;1/6/2017 0:00:00;3;45;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;64,53
1222;2443;142;3;01-17-0960;1/6/2017 0:00:00;5;40;p. m.;1;1;3;1;4;3;Pereira;El Poblado;3;85,95
1225;2443;142;1;01-17-0907;1/6/2017 0:00:00;4;30;p. m.;1;1;3;1;5;4;Pereira;El Poblado;3;96,66
1226;2443;142;3;01-17-0960;1/6/2017 0:00:00;5;30;p. m.;1;1;3;1;2;2;Pereira;El Poblado;3;64,53
1228;9147;142;5;01-17-0906;1/7/2017 0:00:00;7;0;p. m.;1;2;3;1;5;5;Pereira;El Poblado;3;177,00
1229;2443;142;5;01-17-0906;1/6/2017 0:00:00;7;22;p. m.;1;1;3;1;1;1;Pereira;El Poblado;3;80,59
1230;2443;42;4;01-15-1912;26/7/2017 0:00:00;12;3;p. m.;1;3;1;1;4;4;Pereira;Cuba;1;30,56
1231;2443;43;4;01-15-2122;27/7/2017 0:00:00;3;50;p. m.;1;3;2;1;3;3;Pereira;Cuba;2;54,68
1232;2443;171;1;01-20-2528;27/7/2017 0:00:00;7;30;p. m.;2;3;2;1;2;2;Pereira;Perla de Otun;2;15,89
1233;9147;172;3;01-20-2704;28/7/2017 0:00:00;3;52;p. m.;2;3;2;1;5;5;Pereira;Perla de Otun;2;161,53
1235;9147;170;3;01-20-2533;29/7/2017 0:00:00;11;20;a. m.;1;3;2;1;5;5;Pereira;Perla de Otun;2;35,47
1236;9147;170;2;01-20-2535;27/7/2017 0:00:00;4;30;p. m.;1;3;2;1;4;3;Pereira;Perla de Otun;2;18,24
1237;9147;175;2;01-20-2714;28/7/2017 0:00:00;4;0;p. m.;1;1;2;1;3;3;Pereira;Perla de Otun;2;42,90
1238;2443;191;4;01-19-1863;25/7/2017 0:00:00;5;30;p. m.;1;3;2;1;4;4;Pereira;San Joaquin;2;31,19
1239;9147;191;5;01-19-1885;26/7/2017 0:00:00;3;0;p. m.;1;1;2;1;4;4;Pereira;San Joaquin;2;28,84
1240;1572;191;4;01-19-1863;26/7/2017 0:00:00;3;30;p. m.;1;1;2;1;5;5;Pereira;San Joaquin;2;32,32
1242;2443;175;2;01-20-2714;1/8/2017 0:00:00;4;30;p. m.;1;1;2;1;2;2;Pereira;Perla de Otun;2;40,39
1244;9147;174;4;01-20-2710;28/7/2017 0:00:00;2;30;p. m.;1;3;2;1;4;3;Pereira;Perla de Otun;2;53,08
1245;9147;174;4;01-20-2710;28/7/2017 0:00:00;3;0;p. m.;1;3;2;1;2;2;Pereira;Perla de Otun;2;46,87
1246;2443;174;3;01-20-2706;1/8/2017 0:00:00;3;35;p. m.;1;1;2;1;4;4;Pereira;Perla de Otun;2;26,87
1249;2443;111;3;01-06-1716;31/5/2017 0:00:00;3;30;p. m.;1;2;6;1;2;2;Pereira;El Jardin;6;27,12
1250;2443;111;3;01-06-1716;1/6/2017 0:00:00;3;15;p. m.;2;1;6;1;2;2;Pereira;El Jardin;6;27,12
1256;9147;192;1;01-19-1809;28/7/2017 0:00:00;3;20;p. m.;1;1;2;2;4;4;Pereira;San Joaquin;2;86,95
1257;9147;188;5;01-19-2948;29/7/2017 0:00:00;11;0;a. m.;1;3;3;1;3;3;Pereira;San Joaquin;3;12,41
1258;9147;188;5;01-19-2948;29/7/2017 0:00:00;11;40;a. m.;1;3;3;2;3;2;Pereira;San Joaquin;3;12,41
1259;2443;163;1;01-21-4441;31/5/2017 0:00:00;3;50;p. m.;1;1;4;1;2;2;Pereira;El Rocio;4;17,22
1262;2443;162;4;01-21-4436;1/6/2017 0:00:00;3;11;p. m.;1;1;4;1;3;3;Pereira;El Rocio;4;51,55
1263;2443;162;5;01-21-4431;27/5/2017 0:00:00;10;0;a. m.;1;3;4;1;3;3;Pereira;El Rocio;4;36,98
1264;2443;162;5;01-21-4431;27/5/2017 0:00:00;10;50;a. m.;1;3;4;1;5;4;Pereira;El Rocio;4;41,30
1265;2443;501;1;01-32-2938;2/6/2017 0:00:00;3;0;p. m.;1;1;6;1;4;4;Pereira;Rural 2;6;72,84
1266;2443;163;4;01-21-4440;31/5/2017 0:00:00;4;50;p. m.;1;1;4;1;3;3;Pereira;El Rocio;4;19,08
1268;2443;163;1;01-21-4441;31/5/2017 0:00:00;3;0;p. m.;1;3;4;1;3;2;Pereira;El Rocio;4;17,74
1269;2443;501;1;01-32-2938;2/6/2017 0:00:00;3;30;p. m.;1;1;6;1;4;4;Pereira;Rural 2;6;92,75
1270;2443;163;4;01-21-4440;31/5/2017 0:00:00;3;22;p. m.;1;3;4;1;3;3;Pereira;El Rocio;4;19,08
1271;2443;163;4;01-21-4440;31/5/2017 0:00:00;3;55;p. m.;1;1;4;1;3;2;Pereira;El Rocio;4;19,08
1272;2443;163;2;01-21-4452;31/5/2017 0:00:00;3;7;p. m.;1;1;4;1;2;2;Pereira;El Rocio;4;52,76
1273;2443;163;2;01-21-4452;31/5/2017 0:00:00;3;34;p. m.;1;3;4;1;2;2;Pereira;El Rocio;4;52,76
1274;2443;163;3;01-21-4432;31/5/2017 0:00:00;3;0;p. m.;1;1;4;1;2;2;Pereira;El Rocio;4;51,00
1275;2443;163;3;01-21-4432;31/5/2017 0:00:00;4;0;p. m.;1;1;4;1;5;5;Pereira;El Rocio;4;65,08
1276;9147;187;2;01-19-4850;1/8/2017 0:00:00;3;20;p. m.;1;2;3;1;2;2;Pereira;San Joaquin;3;51,10
1277;2443;93;3;01-11-0630;27/6/2017 0:00:00;10;44;a. m.;2;1;5;1;5;5;Pereira;Universidad;5;150,00
1279;9147;220;1;01-13-2602;2/8/2017 0:00:00;5;30;p. m.;1;1;2;1;3;3;Pereira;Consota;2;133,32
1280;2443;221;4;01-13-2406;3/8/2017 0:00:00;3;20;p. m.;1;2;2;1;3;2;Pereira;Consota;2;62,38
1281;9147;110;3;01-06-1607;4/8/2017 0:00:00;5;15;p. m.;2;3;6;1;3;3;Pereira;El Jardin;6;40,01
1282;9147;235;4;01-18-1968;3/8/2017 0:00:00;5;0;p. m.;1;3;2;1;4;3;Pereira;El Oso;2;84,02
1283;2443;232;1;01-18-2625;4/8/2017 0:00:00;3;40;p. m.;1;3;2;1;4;3;Pereira;El Oso;2;36,34
1284;2443;240;2;01-16-3775;9/8/2017 0:00:00;11;0;a. m.;1;1;2;1;2;2;Pereira;Villa Santana;2;34,06
1285;9147;233;4;01-18-2220;5/8/2017 0:00:00;11;0;a. m.;1;1;2;1;2;2;Pereira;El Oso;2;50,41
1286;9147;233;5;01-18-0567;5/8/2017 0:00:00;10;45;a. m.;2;3;2;1;3;3;Pereira;El Oso;2;117,89
1287;9147;232;3;01-18-2624;4/8/2017 0:00:00;2;50;p. m.;1;1;2;1;4;4;Pereira;El Oso;2;93,86
1288;9147;236;1;01-18-1768;5/8/2017 0:00:00;10;50;a. m.;1;3;3;1;4;4;Pereira;El Oso;3;38,30
1289;2443;232;3;01-18-2624;4/8/2017 0:00:00;2;50;p. m.;1;1;2;1;2;2;Pereira;El Oso;2;99,49
1291;9147;236;1;01-18-1768;2/8/2017 0:00:00;2;0;p. m.;1;3;3;1;2;2;Pereira;El Oso;3;33,17
1292;9147;176;3;01-20-2785;27/7/2017 0:00:00;4;40;p. m.;1;3;2;2;1;1;Pereira;Perla de Otun;2;65,88
1293;1572;176;3;01-20-2785;27/7/2017 0:00:00;5;26;p. m.;1;3;2;1;4;4;Pereira;Perla de Otun;2;82,43
1294;9147;101;2;01-12-1033;28/7/2017 0:00:00;2;0;p. m.;1;3;1;1;3;3;Pereira;San Nicolas;1;3,49
1297;9147;176;1;01-20-2787;27/7/2017 0:00:00;5;35;p. m.;1;1;2;1;4;4;Pereira;Perla de Otun;2;64,12
1298;9147;174;3;01-20-2706;28/7/2017 0:00:00;2;0;p. m.;1;1;2;1;3;3;Pereira;Perla de Otun;2;25,66
1299;9147;176;1;01-20-2787;27/7/2017 0:00:00;4;35;p. m.;1;3;2;1;3;3;Pereira;Perla de Otun;2;60,13
1300;9147;177;2;01-20-2612;27/7/2017 0:00:00;4;8;p. m.;1;3;3;1;4;3;Pereira;Perla de Otun;3;27,20
1301;2443;177;2;01-20-2612;27/7/2017 0:00:00;4;45;p. m.;1;3;3;1;3;2;Pereira;Perla de Otun;3;34,73
1302;9147;43;2;01-15-2128;27/7/2017 0:00:00;3;47;p. m.;1;5;2;2;2;2;Pereira;Cuba;2;41,24
1303;9147;171;2;01-20-2581;27/7/2017 0:00:00;6;30;p. m.;1;3;2;1;2;2;Pereira;Perla de Otun;2;20,02
1304;9147;172;1;01-20-2782;28/7/2017 0:00:00;2;20;p. m.;1;5;2;1;2;2;Pereira;Perla de Otun;2;12,08
1305;9147;172;2;01-20-2782;28/7/2017 0:00:00;3;20;p. m.;1;1;2;1;6;6;Pereira;Perla de Otun;2;13,65
1306;9147;173;2;01-20-0686;28/7/2017 0:00:00;4;50;p. m.;1;3;2;1;6;6;Pereira;Perla de Otun;2;29,27
1307;2443;170;1;01-20-2582;28/7/2017 0:00:00;5;0;p. m.;1;1;2;1;3;3;Pereira;Perla de Otun;2;402,85
1308;2443;239;3;01-18-2223;1/8/2017 0:00:00;5;54;p. m.;1;3;3;1;4;3;Pereira;El Oso;3;85,31
1309;9147;234;1;01-18-2021;1/8/2017 0:00:00;3;32;p. m.;1;3;2;1;7;6;Pereira;El Oso;2;17,63
1310;2443;239;2;01-18-2014;1/8/2017 0:00:00;5;10;p. m.;1;3;2;1;2;2;Pereira;El Oso;2;25,23
