FORMULARIO;ID_000;ID_003;ID_004;ID_005;ID_006;ID_008_HH;ID_008_MM;ID_008_A;A_003;A_004;A_005;A_006;A_007;A_008;Municipio;Comuna;Estrato;F_EXP
3366;1572;614;1;02-24-0333;23/8/2017 0:00:00;6;15;p. m.;1;3;2;1;8;6;Dosquebradas;Dosquebradas 1;2;58,14
3367;9575;615;3;02-24-0073;23/8/2017 0:00:00;5;45;p. m.;1;1;2;1;4;4;Dosquebradas;Dosquebradas 1;2;68,00
3368;2443;665;2;02-26-1336;25/8/2017 0:00:00;3;40;p. m.;1;3;4;1;3;3;Dosquebradas;Dosquebradas 3;4;50,97
3369;9575;619;2;02-24-0124;23/8/2017 0:00:00;6;50;p. m.;1;1;2;1;4;4;Dosquebradas;Dosquebradas 1;2;169,30
3370;2443;614;1;02-24-0333;23/8/2017 0:00:00;6;30;p. m.;1;3;2;2;1;1;Dosquebradas;Dosquebradas 1;2;108,44
3371;2443;658;1;02-26-1132;29/8/2017 0:00:00;2;0;p. m.;1;3;2;3;4;4;Dosquebradas;Dosquebradas 3;2;50,35
3372;2443;662;1;02-26-1093;29/8/2017 0:00:00;5;0;p. m.;1;1;3;1;3;3;Dosquebradas;Dosquebradas 3;3;91,41
3374;9575;614;2;02-24-0330;23/8/2017 0:00:00;6;15;p. m.;1;3;2;1;4;4;Dosquebradas;Dosquebradas 1;2;80,70
3375;9575;664;4;02-26-1340;25/8/2017 0:00:00;6;20;p. m.;1;1;4;1;3;3;Dosquebradas;Dosquebradas 3;4;787,56
3376;2443;661;5;02-26-1165;29/8/2017 0:00:00;6;0;p. m.;1;3;3;1;1;1;Dosquebradas;Dosquebradas 3;3;94,24
3377;2443;615;2;02-24-0381;23/8/2017 0:00:00;6;30;p. m.;1;1;2;1;4;4;Dosquebradas;Dosquebradas 1;2;54,24
3378;9575;666;1;02-26-1178;25/8/2017 0:00:00;2;15;p. m.;1;1;4;1;5;4;Dosquebradas;Dosquebradas 3;4;71,83
3379;9575;615;2;02-24-0381;23/8/2017 0:00:00;6;43;p. m.;1;1;2;1;1;1;Dosquebradas;Dosquebradas 1;2;65,68
3380;2443;615;2;02-24-0381;23/8/2017 0:00:00;5;10;p. m.;1;2;2;1;2;2;Dosquebradas;Dosquebradas 1;2;61,87
3381;9575;618;2;02-24-0284;23/8/2017 0:00:00;2;15;p. m.;1;3;2;1;2;2;Dosquebradas;Dosquebradas 1;2;89,73
3382;2443;616;1;02-24-0361;23/8/2017 0:00:00;4;30;p. m.;1;3;2;1;1;1;Dosquebradas;Dosquebradas 1;2;38,10
3383;9575;619;4;02-24-0085;24/8/2017 0:00:00;6;30;p. m.;1;3;2;1;3;3;Dosquebradas;Dosquebradas 1;2;85,96
3384;9575;619;4;02-24-0085;24/8/2017 0:00:00;5;20;p. m.;1;3;2;1;4;4;Dosquebradas;Dosquebradas 1;2;75,10
3385;2443;613;4;02-24-0118;23/8/2017 0:00:00;2;5;p. m.;1;1;1;1;4;4;Dosquebradas;Dosquebradas 1;1;43,33
3386;2443;613;4;02-24-0118;23/8/2017 0:00:00;2;30;p. m.;1;1;1;1;3;3;Dosquebradas;Dosquebradas 1;1;469,77
3387;2443;618;1;02-24-0020;23/8/2017 0:00:00;3;10;p. m.;1;3;2;1;4;2;Dosquebradas;Dosquebradas 1;2;63,37
3388;2443;613;4;02-24-0118;23/8/2017 0:00:00;2;30;p. m.;1;3;1;1;4;4;Dosquebradas;Dosquebradas 1;1;43,33
3389;2443;618;1;02-24-0020;23/8/2017 0:00:00;4;0;p. m.;1;1;2;1;3;3;Dosquebradas;Dosquebradas 1;2;69,33
3390;2443;618;2;02-24-0284;23/8/2017 0:00:00;2;10;p. m.;1;1;2;1;4;4;Dosquebradas;Dosquebradas 1;2;71,69
3391;2443;614;2;02-24-0330;25/8/2017 0:00:00;7;30;p. m.;1;3;2;2;3;3;Dosquebradas;Dosquebradas 1;2;96,74
3392;2443;624;2;02-24-0330;23/8/2017 0:00:00;6;7;p. m.;1;5;2;1;2;2;Dosquebradas;Dosquebradas 1;2;112,78
3393;2443;618;2;02-24-0284;23/8/2017 0:00:00;2;15;p. m.;1;3;2;2;3;3;Dosquebradas;Dosquebradas 1;2;80,71
3395;2443;618;2;02-24-0284;23/8/2017 0:00:00;2;20;p. m.;1;3;2;1;4;3;Dosquebradas;Dosquebradas 1;2;71,69
3396;2443;646;3;02-25-1015;29/8/2017 0:00:00;4;30;p. m.;1;1;3;1;5;5;Dosquebradas;Dosquebradas 2;3;93,45
3397;2443;641;2;02-25-0516;30/8/2017 0:00:00;11;0;a. m.;2;3;3;1;4;4;Dosquebradas;Dosquebradas 2;3;101,69
3398;2443;641;2;02-25-0516;30/8/2017 0:00:00;11;30;a. m.;1;1;3;1;2;2;Dosquebradas;Dosquebradas 2;3;196,41
3399;6744;527;1;01-33-12672;31/8/2017 0:00:00;9;10;a. m.;1;1;1;1;4;2;Pereira;Rural 3;1;76,57
3401;2443;647;3;02-25-0995;24/8/2017 0:00:00;11;30;a. m.;1;2;4;1;2;2;Dosquebradas;Dosquebradas 2;4;73,42
3402;2443;647;2;02-25-0989;24/8/2017 0:00:00;12;0;p. m.;1;1;4;1;2;2;Dosquebradas;Dosquebradas 2;4;94,33
3403;9147;647;2;02-25-0989;24/8/2017 0:00:00;12;30;p. m.;1;3;4;1;2;2;Dosquebradas;Dosquebradas 2;4;94,33
3404;2443;657;1;02-26-1289;25/8/2017 0:00:00;10;0;a. m.;1;3;2;1;2;2;Dosquebradas;Dosquebradas 3;2;49,12
3405;2443;639;1;02-25-0764;23/8/2017 0:00:00;10;35;a. m.;1;1;2;1;2;2;Dosquebradas;Dosquebradas 2;2;188,64
3406;2443;639;1;02-25-0764;23/8/2017 0:00:00;10;50;a. m.;1;3;2;1;3;3;Dosquebradas;Dosquebradas 2;2;158,81
3407;2443;639;1;02-25-0764;23/8/2017 0:00:00;11;40;a. m.;1;3;2;1;5;4;Dosquebradas;Dosquebradas 2;2;76,96
3408;2443;647;3;02-25-0995;24/8/2017 0:00:00;11;45;a. m.;1;1;4;1;3;2;Dosquebradas;Dosquebradas 2;4;99,74
3409;NA;647;3;02-25-0995;24/8/2017 0:00:00;12;15;p. m.;1;1;4;1;2;2;Dosquebradas;Dosquebradas 2;4;73,42
3411;9147;638;1;02-25-0774;23/8/2017 0:00:00;12;50;p. m.;1;3;2;1;6;5;Dosquebradas;Dosquebradas 2;2;79,51
3412;2443;638;3;02-25-0512;23/8/2017 0:00:00;1;46;p. m.;1;3;2;1;2;2;Dosquebradas;Dosquebradas 2;2;310,51
3413;6744;638;2;02-25-0510;23/8/2017 0:00:00;1;0;p. m.;1;1;2;1;3;3;Dosquebradas;Dosquebradas 2;2;370,07
3414;NA;647;3;02-25-0995;24/8/2017 0:00:00;12;30;p. m.;1;3;4;1;2;2;Dosquebradas;Dosquebradas 2;4;73,42
3415;2443;639;3;02-25-0887;23/8/2017 0:00:00;11;30;a. m.;1;1;2;1;3;3;Dosquebradas;Dosquebradas 2;2;59,78
3416;NA;638;1;02-25-0774;23/8/2017 0:00:00;11;54;a. m.;1;1;2;1;3;3;Dosquebradas;Dosquebradas 2;2;185,01
3417;2443;638;1;02-25-0774;23/8/2017 0:00:00;12;5;p. m.;1;1;2;1;3;3;Dosquebradas;Dosquebradas 2;2;80,78
3418;2443;638;1;02-25-0774;23/8/2017 0:00:00;12;45;p. m.;1;3;2;1;3;2;Dosquebradas;Dosquebradas 2;2;80,78
3419;9147;644;1;02-25-0852;24/8/2017 0:00:00;11;20;a. m.;1;3;3;1;4;4;Dosquebradas;Dosquebradas 2;3;45,39
3420;6744;639;3;02-25-0684;23/8/2017 0:00:00;11;15;a. m.;1;1;2;1;1;1;Dosquebradas;Dosquebradas 2;2;182,08
3421;6744;639;2;02-25-0887;23/8/2017 0:00:00;10;50;a. m.;1;1;2;1;2;2;Dosquebradas;Dosquebradas 2;2;224,68
3422;2443;647;1;02-25-0990;24/8/2017 0:00:00;11;45;a. m.;1;1;4;1;3;3;Dosquebradas;Dosquebradas 2;4;112,79
3424;2443;642;2;02-25-0976;23/8/2017 0:00:00;11;30;a. m.;1;3;3;1;3;2;Dosquebradas;Dosquebradas 2;3;141,67
3425;6744;642;2;02-25-0976;23/8/2017 0:00:00;11;42;a. m.;2;3;3;1;2;2;Dosquebradas;Dosquebradas 2;3;310,80
