"FORMULARIO";"C_002";"C_003";"C_004";"C_005";"C_006";"C_007";"C_008";"C_009";"F_EXP"
"3684";1;4;1;"66400";2015;1;1;0,00;37,52
"3687";1;1;1;"11001";2008;1;1;0,00;67,54
"3687";2;2;1;"11001";2008;1;1;0,00;67,54
"3687";3;4;1;"66001";2012;1;1;0,00;67,54
"3688";1;4;1;"27001";2006;1;1;0,00;85,60
"3689";1;1;1;"66001";2012;1;1;0,00;85,60
"3689";2;2;1;"66001";2014;1;1;0,00;85,60
"3691";1;1;1;"66001";2015;1;1;0,00;85,60
"3691";2;1;1;"05001";2010;1;1;0,00;85,60
"3692";1;4;1;"66400";2007;1;1;0,00;33,87
"3692";2;4;1;"66001";2009;1;1;0,00;33,87
"3693";1;4;1;"66001";2010;1;1;0,00;67,54
"3693";2;4;1;"66001";2008;1;1;0,00;67,54
"3696";1;4;1;"66001";2012;1;1;0,00;188,33
"3696";2;4;1;"66001";2014;1;1;0,00;188,33
"3697";1;4;1;"66001";2011;1;1;0,00;130,15
"3710";1;4;1;"66001";2000;1;1;0,00;21,28
"3718";1;4;1;"66001";9999;1;1;0,00;115,62
"3720";1;4;1;"66001";2010;1;1;0,00;84,64
"3731";1;4;1;"66170";2016;1;1;0,00;62,74
"3732";1;1;1;"05266";2010;1;1;0,00;493,68
"3732";2;4;1;"66001";2014;1;1;0,00;493,68
"3733";1;4;1;"66001";2012;1;1;0,00;123,46
"3736";1;4;1;"66170";2016;1;1;0,00;198,44
"3737";1;4;1;"66001";2015;1;1;0,00;169,13
"3737";2;4;1;"66001";2008;1;1;0,00;169,13
"3737";3;4;1;"66001";2016;1;1;0,00;169,13
"3746";1;4;1;"66001";9999;1;1;0,00;123,46
"3750";1;1;1;"66001";9999;1;2;50000,00;105,15
"3750";2;4;1;"66001";9999;1;2;20000,00;105,15
"3752";1;4;1;"52001";9999;1;1;0,00;214,14
"3754";1;4;1;"17001";2006;1;1;0,00;25,88
"3756";1;4;1;"66001";2010;1;1;0,00;25,88
"3757";1;4;1;"66001";2012;1;1;0,00;25,88
"3759";1;1;1;"66001";2014;1;3;70000,00;334,13
"3761";1;1;1;"66170";2012;1;2;90000,00;198,44
"3761";2;4;1;"66170";2017;1;1;0,00;198,44
"3761";3;4;1;"66170";2018;1;1;0,00;198,44
"3763";1;4;1;"66170";9999;1;1;0,00;82,58
"3765";1;1;1;"66001";9999;1;1;0,00;93,45
"3766";1;1;1;"66001";2010;1;1;0,00;93,45
"3766";2;4;1;"66170";2015;1;1;0,00;93,45
"3768";1;4;1;"66001";9999;1;1;0,00;44,62
"3768";2;4;1;"66001";9999;1;1;0,00;44,62
"3772";1;1;1;"66001";2012;1;2;30000,00;76,57
"3772";2;4;1;"66001";2014;1;1;0,00;76,57
"3773";1;4;1;"05001";2000;1;1;0,00;44,62
"3774";1;1;1;"17001";2007;1;1;0,00;76,57
"3775";1;4;1;"66001";2015;1;1;0,00;76,57
"3775";2;4;1;"66001";2001;1;1;0,00;76,57
"3776";1;2;1;"66682";1998;1;1;0,00;30,49
"3776";2;4;1;"66001";2005;1;1;0,00;30,49
"3779";1;4;1;"73001";1998;1;1;0,00;55,00
"3780";1;4;1;"66001";9999;1;1;0,00;38,57
"3782";1;4;1;"66001";9999;1;1;0,00;44,62
"3782";2;4;1;"66001";9999;1;1;0,00;44,62
"3784";1;4;1;"66001";9999;1;1;0,00;76,57
"3785";1;4;1;"66001";9999;1;1;0,00;85,60
"3787";1;1;1;"66001";1996;1;1;0,00;35,10
"3791";1;4;1;"66001";9999;1;1;0,00;44,62
"3796";1;1;1;"66170";9999;1;1;0,00;25,88
"3797";1;1;1;"11001";2016;1;1;0,00;30,49
"3798";1;1;1;"66001";2017;1;1;0,00;16,67
"3798";2;1;1;"66001";2017;1;1;0,00;16,67
"3800";1;1;1;"17001";2014;1;1;0,00;161,49
"3802";1;4;1;"66682";1997;1;1;0,00;30,49
"3803";1;1;1;"66001";2005;1;1;0,00;39,71
"3804";1;1;1;"66001";1988;1;1;0,00;16,67
"3804";2;1;1;"66001";2011;1;1;0,00;16,67
"3806";1;1;1;"63001";2017;1;1;0,00;45,30
"3807";1;2;2;"17001";2011;1;1;0,00;45,30
"3807";2;4;1;"66001";2016;1;3;25000,00;45,30
"3807";3;4;1;"66001";2002;1;3;25000,00;45,30
"3807";4;4;1;"05001";9999;1;1;0,00;45,30
"3808";1;1;1;"66682";1997;1;1;0,00;39,71
"3808";2;4;1;"66170";2014;1;1;0,00;39,71
"3809";1;4;1;"66001";2018;1;1;0,00;35,10
"3810";1;1;1;"66001";2011;1;1;0,00;25,88
"3810";2;1;2;"66001";2016;1;1;0,00;25,88
"3810";3;1;1;"66001";2016;1;1;0,00;25,88
"3811";1;1;1;"25307";2009;1;1;0,00;30,49
"3811";2;1;2;"66001";2016;1;1;0,00;30,49
"3811";3;4;1;"66170";2013;1;1;0,00;30,49
"3812";1;1;1;"63001";2008;1;1;0,00;30,49
"3813";1;4;1;"66001";2016;1;1;0,00;66,80
"3815";1;4;1;"66001";9999;1;1;0,00;144,36
"3815";2;4;1;"66001";9999;1;1;0,00;144,36
"3816";1;1;1;"66001";2015;1;1;0,00;195,74
"3816";2;1;1;"66001";9999;1;1;0,00;195,74
"3817";1;4;1;"66001";2012;1;1;0,00;30,49
"3818";1;1;1;"66001";2015;1;1;0,00;39,71
"3819";1;1;1;"66001";2017;1;1;0,00;25,88
"3820";1;1;1;"66001";2013;1;1;0,00;30,49
"3821";1;1;1;"66001";2015;1;1;0,00;25,88
"3821";2;1;2;"66001";2015;1;1;0,00;25,88
"3821";3;1;1;"66001";2015;1;1;0,00;25,88
"3821";4;4;1;"66001";2004;1;1;0,00;25,88
"3825";1;1;1;"66001";2016;1;1;0,00;30,49
"3825";2;3;1;"66001";2011;1;1;0,00;30,49
"3826";1;1;1;"66001";2010;1;1;0,00;21,28
"3826";2;1;1;"66001";2014;1;1;0,00;21,28
"3828";1;4;1;"66001";2005;1;1;0,00;48,62
"3829";1;4;1;"66170";2013;1;1;0,00;76,40
"3831";1;1;1;"66001";9999;1;1;0,00;493,89
"3834";1;4;1;"66001";2000;1;1;0,00;46,82
"3840";1;4;1;"66001";2013;1;1;0,00;58,94
"3841";1;5;1;"66001";2010;2;3;60000,00;72,37
"3843";1;1;1;"66001";2018;1;1;0,00;44,99
"3843";2;4;1;"17001";2011;1;1;0,00;44,99
"3846";1;4;1;"66001";2017;1;1;0,00;29,77
"3847";1;4;1;"66170";2014;1;1;0,00;150,84
"3848";1;1;1;"15001";2015;1;3;20000,00;119,44
"3849";1;4;1;"66001";2017;1;1;0,00;73,93
"3852";1;1;1;"66170";1995;1;2;0,00;25,36
"3853";1;1;1;"25290";2005;1;1;0,00;75,93
"3855";1;4;1;"66001";2015;1;1;0,00;58,94
"3855";2;4;1;"68307";2014;1;1;0,00;58,94
"3857";1;4;1;"17873";2016;1;1;0,00;47,89
"3859";1;4;1;"66400";2006;1;1;0,00;62,90
"3860";1;4;1;"66001";2013;1;1;0,00;78,70
"3862";1;4;1;"63001";2006;1;1;0,00;86,31
"3868";1;4;1;"66001";2018;1;1;0,00;43,74
"3869";1;1;1;"66170";9999;1;2;80000,00;204,75
"3871";1;4;1;"66170";2005;1;1;0,00;366,90
"3872";1;4;1;"66170";9999;1;1;0,00;293,03
"3873";1;1;1;"66170";1998;1;1;0,00;87,27
"3874";1;4;1;"66001";9999;1;1;0,00;91,26
"3875";1;4;1;"66001";2016;1;1;0,00;79,88
"3878";1;1;1;"11001";2014;1;1;0,00;60,59
"3881";1;4;1;"66400";2011;1;1;0,00;57,87
"3883";1;1;1;"17001";1988;1;2;0,00;96,41
"3883";2;4;1;"66001";2018;1;2;0,00;96,41
"3889";1;4;1;"66170";2016;1;1;0,00;101,34
"3889";2;4;1;"66170";2015;1;1;0,00;101,34
"3890";1;4;1;"66001";9999;1;1;0,00;58,55
"3898";1;4;1;"66001";2009;1;1;0,00;30,49
"3900";1;4;1;"66170";2014;1;3;26000,00;188,72
"3900";2;4;1;"66170";9999;1;3;26000,00;188,72
"3901";1;4;1;"66001";2017;1;1;0,00;170,30
"3902";1;2;6;"66682";9999;1;2;60000,00;93,42
"3903";1;4;1;"66400";2007;1;1;0,00;152,49
"3904";1;1;4;"76001";1989;1;3;40000,00;152,49
"3904";2;4;1;"66170";2013;1;1;0,00;152,49
"3906";1;1;1;"76001";2008;1;1;0,00;195,23
"3907";1;2;2;"66170";1982;5;1;0,00;107,04
"3907";2;2;1;"76001";1990;1;1;0,00;107,04
"3907";3;7;2;"63190";1955;1;2;0,00;107,04
"3908";1;1;1;"17001";1997;1;3;0,00;112,45
"3911";1;4;1;"66001";2013;1;2;0,00;269,13
"3914";1;1;1;"66001";2002;1;1;0,00;139,81
"3914";2;1;1;"66001";1996;1;1;0,00;139,81
"3914";3;4;1;"66001";2012;1;1;0,00;139,81
"3915";1;4;1;"66170";2010;1;3;0,00;174,91
"3916";1;1;1;"66001";2017;1;2;0,00;38,94
"3916";2;4;1;"66001";2016;1;2;0,00;38,94
"3917";1;4;1;"76147";2011;1;1;0,00;99,99
"3918";1;1;1;"66001";2017;1;2;0,00;40,02
"3918";2;4;1;"66001";2015;1;2;0,00;40,02
"3918";3;4;1;"66001";2015;1;2;0,00;40,02
"3920";1;1;1;"41206";9999;1;1;0,00;130,55
"3921";1;1;3;"66001";1987;1;4;0,00;200,76
"3924";1;4;1;"66001";2009;1;1;0,00;147,00
"3924";2;4;1;"66001";2018;1;1;0,00;147,00
"3925";1;4;1;"66001";2015;1;1;0,00;293,49
"3927";1;1;1;"66170";2016;1;2;0,00;233,11
"3928";1;1;1;"66001";2001;1;1;0,00;293,49
"3929";1;4;1;"66001";2016;1;1;0,00;35,10
"3930";1;4;1;"66001";2018;1;1;0,00;135,43
"3932";1;4;1;"66001";2013;1;1;0,00;43,74
"3936";1;4;1;"66001";2014;1;1;0,00;25,88
"3947";1;4;1;"66001";2012;1;1;0,00;21,28
"3948";1;4;1;"76147";2014;1;1;0,00;72,75
"3949";1;4;1;"66001";2014;1;1;0,00;30,49
"3969";1;1;1;"11001";2010;1;1;0,00;72,18
"3970";1;2;4;"66001";1994;1;1;0,00;100,85
"3971";1;2;1;"11001";2014;1;1;0,00;110,83
"3973";1;1;1;"66001";2016;1;1;0,00;121,55
"3974";1;4;1;"66001";2016;1;1;0,00;62,19
"3975";1;4;1;"66001";2015;1;1;0,00;69,95
"3975";2;4;1;"86001";2012;1;1;0,00;69,95
"3975";3;1;1;"66001";2015;1;1;0,00;69,95
"3976";1;2;1;"66001";2017;1;1;0,00;48,84
"3976";2;4;1;"66001";2014;1;1;0,00;48,84
"3978";1;1;1;"11001";2006;1;1;0,00;78,00
"3979";1;1;1;"66170";9999;1;1;0,00;173,21
"3980";1;1;1;"66001";2017;1;1;0,00;131,98
"3982";1;1;1;"66001";2009;1;1;0,00;130,15
"3982";2;4;1;"66001";2009;1;1;0,00;130,15
"3984";1;4;1;"66001";9999;1;1;0,00;14,60
"3984";2;4;1;"66001";9999;1;1;0,00;14,60
"3984";3;4;1;"66001";9999;1;1;0,00;14,60
"3985";1;4;1;"66001";2013;1;1;0,00;35,10
"3988";1;4;1;"66001";9999;1;1;0,00;30,49
"3990";1;4;1;"66001";9999;1;1;0,00;21,28
"3991";1;4;1;"66001";9999;1;1;0,00;21,28
"3992";1;4;1;"66001";1997;1;1;0,00;16,67
"4003";1;4;1;"66170";2012;1;1;0,00;21,28
"4003";2;4;1;"66170";1994;1;1;0,00;21,28
"4003";3;4;1;"66170";1996;1;1;0,00;21,28
"4010";1;1;1;"11001";2010;1;1;0,00;25,88
"4011";1;1;1;"11001";2017;1;1;0,00;35,10
"4011";2;1;1;"11001";2014;1;1;0,00;35,10
"4012";1;1;1;"66001";2012;1;1;0,00;25,88
"4012";2;1;1;"66001";2012;1;1;0,00;25,88
"4013";1;1;1;"66001";2003;1;1;0,00;35,10
"4013";2;1;1;"66001";2013;1;1;0,00;35,10
"4014";1;1;1;"66001";2015;1;1;0,00;30,49
"4014";2;1;1;"66001";2016;1;1;0,00;30,49
"4014";3;1;1;"66001";2013;1;1;0,00;30,49
"4017";1;1;1;"05266";2008;1;1;0,00;25,88
"4017";2;1;1;"05360";2010;1;1;0,00;25,88
"4018";1;1;1;"66001";2012;1;1;0,00;21,28
"4018";2;1;1;"66001";2012;1;1;0,00;21,28
"4018";3;1;1;"66001";2015;1;1;0,00;21,28
"4018";4;1;3;"66170";9999;1;1;0,00;21,28
"4018";5;4;1;"66001";1998;1;1;0,00;21,28
"4020";1;4;1;"66001";2017;1;1;0,00;25,88
"4023";1;1;2;"76001";2009;1;1;0,00;35,10
"4024";1;1;1;"66001";2018;1;1;0,00;30,49
"4024";2;1;1;"66001";2014;1;1;0,00;30,49
"4025";1;2;2;"17001";2012;1;1;0,00;25,88
"4034";1;4;1;"63001";2011;1;1;0,00;21,28
"4035";1;4;1;"66001";2007;1;1;0,00;25,88
"4042";1;4;1;"66170";2012;1;1;0,00;94,63
"4050";1;4;1;"76834";2014;1;1;0,00;67,54
"4052";1;4;1;"66170";2014;1;1;0,00;85,60
"4053";1;1;1;"11001";2009;1;1;0,00;67,54
"4055";1;4;1;"66001";2015;1;1;0,00;85,60
"4056";1;4;1;"66001";2017;1;1;0,00;85,60
"4060";1;4;1;"66001";2009;1;2;0,00;49,48
"4062";1;4;1;"66001";2012;1;1;0,00;76,57
"4063";1;1;1;"66001";2015;1;1;0,00;94,63
"4064";1;1;1;"66001";2015;1;1;0,00;67,54
"4073";1;2;1;"66001";1954;1;1;0,00;85,60
"4075";1;4;1;"66682";2008;1;1;0,00;94,63
"4080";1;1;4;"66001";2005;1;1;0,00;49,48
"4082";1;1;1;"76001";1985;1;1;0,00;94,63
"4085";1;4;1;"66001";1993;1;1;0,00;94,63
"4086";1;4;1;"66001";9999;1;1;0,00;67,54
"4087";1;4;1;"66001";1999;1;1;0,00;76,57
"4088";1;4;1;"66170";2007;1;1;0,00;85,60
"4090";1;4;1;"66001";2014;1;1;0,00;58,51
"4091";1;4;1;"66170";2013;1;1;0,00;85,60
"4091";2;4;1;"76036";2016;1;1;0,00;85,60
"4092";1;4;1;"66001";2012;1;1;0,00;76,57
"4092";2;4;1;"66001";2014;1;1;0,00;76,57
"4094";1;4;1;"66001";2017;1;1;0,00;85,60
"4096";1;1;1;"05266";2005;1;3;35000,00;76,57
"4096";2;4;1;"66001";2007;1;1;0,00;76,57
"4097";1;4;1;"11001";2011;1;1;0,00;94,63
"4102";1;4;1;"66001";2005;1;1;0,00;166,19
"4103";1;1;1;"66001";2012;1;4;0,00;94,63
"4104";1;4;1;"66001";2006;1;1;0,00;85,60
"4107";1;4;1;"66001";2018;1;1;0,00;85,60
"4108";1;4;1;"66001";2008;1;1;0,00;76,57
"4109";1;4;1;"66001";2018;1;1;0,00;94,63
"4109";2;4;1;"66001";2009;1;1;0,00;94,63
"4109";3;1;1;"66001";1998;1;3;0,00;94,63
"4110";1;4;1;"66001";9999;1;1;0,00;76,57
"4111";1;4;1;"66170";2004;1;1;0,00;85,60
"4112";1;4;1;"66001";2010;1;1;0,00;67,54
"4112";2;4;1;"66001";2012;1;1;0,00;67,54
"4114";1;4;1;"15131";2013;1;1;0,00;262,38
"4119";1;1;1;"17001";2015;1;1;0,00;130,49
"4122";1;4;1;"66170";2011;1;1;0,00;229,67
"4124";1;1;1;"66001";1987;1;1;0,00;222,79
"4125";1;1;1;"66170";9999;1;2;40000,00;161,28
"4128";1;5;4;"66170";2011;1;1;0,00;25,88
"4128";2;4;1;"66001";2008;1;1;0,00;25,88
"4128";3;4;1;"66170";1990;1;1;0,00;25,88
"4129";1;4;1;"66001";2016;1;4;0,00;14,60
"4130";1;4;1;"66001";2005;1;1;0,00;25,88
"4141";1;4;1;"66001";2006;1;1;0,00;30,49
"4142";1;2;1;"66001";2005;1;1;0,00;35,10
"4143";1;1;1;"66682";9999;1;2;0,00;25,88
"4144";1;4;1;"66001";9999;1;1;0,00;25,88
"4146";1;1;1;"66001";2005;1;1;0,00;14,60
"4146";2;1;1;"66001";2013;1;1;0,00;14,60
"4146";3;1;1;"66001";2000;1;1;0,00;14,60
"4147";1;1;4;"05001";1989;1;1;0,00;25,88
"4147";2;4;1;"66001";1986;1;1;0,00;25,88
"4148";1;4;1;"66001";2011;1;1;0,00;35,10
"4149";1;1;1;"66001";2006;1;3;50000,00;30,49
"4149";2;2;1;"66001";2012;1;3;50000,00;30,49
"4152";1;4;1;"66001";2015;1;1;0,00;35,10
"4153";1;1;1;"66001";9999;1;1;0,00;35,10
"4153";2;1;1;"66001";9999;1;1;0,00;35,10
"4154";1;4;1;"66001";2016;1;1;0,00;35,10
"4155";1;4;1;"66001";9999;1;1;0,00;30,49
"4157";1;1;1;"76147";2010;1;1;0,00;35,10
"4159";1;4;1;"66170";2004;1;1;0,00;35,10
"4160";1;4;1;"66001";2015;1;1;0,00;30,49
"4162";1;4;1;"17174";2009;1;1;0,00;94,63
"4163";1;1;1;"66001";2015;1;1;0,00;58,51
"4163";2;4;1;"66001";2015;1;1;0,00;58,51
"4165";1;2;4;"66001";1990;1;4;0,00;76,57
"4165";2;4;1;"66001";1980;1;1;0,00;76,57
"4166";1;4;1;"66001";2000;1;4;0,00;85,60
"4167";1;4;1;"66001";2005;1;1;0,00;67,54
"4167";2;4;1;"66001";2009;1;1;0,00;67,54
"4171";1;1;1;"66001";2013;1;1;0,00;103,66
"4173";1;1;1;"05001";2001;1;1;0,00;85,60
"4173";2;4;1;"66170";2012;1;1;0,00;85,60
"4176";1;4;1;"66001";2017;1;1;0,00;76,57
"4198";1;4;1;"66001";1994;1;1;0,00;16,67
"4199";1;4;1;"66001";9999;1;1;0,00;21,28
"4199";2;4;1;"66001";9999;1;1;0,00;21,28
"4200";1;4;1;"66001";9999;1;1;0,00;25,88
"4206";1;2;1;"66682";1998;1;1;0,00;30,49
