"FORMULARIO";"C_002";"C_003";"C_004";"C_005";"C_006";"C_007";"C_008";"C_009";"F_EXP"
"1970";2;4;1;"66001";2017;1;1;0,00;147,75
"1973";1;1;1;"11001";2011;1;3;0,00;12,62
"1973";2;4;1;"66001";2015;1;1;0,00;12,62
"1975";1;1;1;"76001";1994;1;2;0,00;53,52
"1975";2;4;1;"66001";2014;1;2;0,00;53,52
"1976";1;2;4;"66001";2015;1;1;0,00;10,69
"1976";2;4;1;"66001";2001;1;1;0,00;10,69
"1977";1;4;1;"63130";2011;1;1;0,00;13,81
"1980";1;4;1;"66001";2015;1;1;0,00;22,65
"1984";1;4;1;"66170";2015;1;1;0,00;25,17
"1984";2;4;1;"66001";2014;1;2;30000,00;25,17
"1987";1;4;1;"66001";2015;1;2;25000,00;17,96
"1989";1;4;1;"25307";2000;1;1;0,00;50,38
"1990";1;4;1;"66001";2015;1;1;0,00;103,24
"1993";1;4;1;"66001";2012;1;1;0,00;15,29
"1994";1;1;1;"76001";2006;1;1;0,00;24,24
"1994";2;4;1;"66001";2016;1;1;0,00;24,24
"1995";1;4;1;"63001";2011;1;1;0,00;22,65
"1996";1;4;1;"76001";2015;1;1;0,00;32,36
"1997";1;4;1;"66001";2014;1;2;20000,00;50,79
"2002";1;4;1;"66001";2008;1;1;0,00;74,11
"2002";2;4;1;"17001";2008;1;1;0,00;74,11
"2006";1;4;1;"66001";2016;1;1;0,00;16,41
"2007";1;1;1;"66001";2005;1;3;0,00;45,14
"2009";1;1;1;"66001";2017;1;3;0,00;51,47
"2009";2;4;1;"66170";2011;1;1;0,00;51,47
"2012";1;4;1;"76122";2014;1;1;0,00;58,93
"2015";1;1;1;"66170";2012;1;3;70000,00;13,19
"2015";2;4;1;"66001";2000;1;1;0,00;13,19
"2016";1;4;1;"66001";2016;1;1;0,00;103,24
"2016";2;4;1;"66001";2016;1;1;0,00;103,24
"2017";1;4;1;"17088";2000;1;1;0,00;382,59
"2018";1;4;1;"66001";2009;1;1;0,00;47,13
"2019";1;4;1;"66001";2016;1;1;0,00;17,70
"2019";2;4;1;"66001";2008;1;1;0,00;17,70
"2019";3;4;1;"66001";2017;1;1;0,00;17,70
"2020";1;4;1;"66001";2012;1;1;0,00;71,44
"2021";1;4;1;"66170";2006;1;1;0,00;58,18
"2022";1;4;1;"17001";1996;1;1;0,00;58,86
"2023";1;1;1;"66001";2008;1;2;0,00;196,70
"2025";1;4;1;"66001";9999;1;1;0,00;69,45
"2025";2;4;1;"66001";9999;1;1;0,00;69,45
"2026";1;1;1;"66001";2009;1;3;70000,00;14,44
"2027";1;4;1;"66170";2008;1;1;0,00;50,93
"2031";1;1;1;"17001";2007;1;1;0,00;13,29
"2031";2;4;1;"68524";2013;1;1;0,00;13,29
"2036";1;4;1;"66001";9999;1;1;0,00;84,02
"2036";2;4;1;"66001";9999;1;1;0,00;84,02
"2038";1;1;1;"66001";1994;1;1;0,00;96,67
"2041";1;1;1;"66001";2015;1;1;0,00;28,83
"2041";2;2;2;"17001";2012;1;2;60000,00;28,83
"2042";1;1;1;"66001";2015;1;1;0,00;28,82
"2042";2;1;1;"66001";2013;1;1;0,00;28,82
"2042";3;4;1;"66001";2016;1;1;0,00;28,82
"2044";1;4;1;"66001";2008;1;1;0,00;20,14
"2044";2;1;1;"05001";1998;1;1;0,00;20,14
"2045";1;4;1;"05001";2016;1;1;0,00;12,33
"2046";1;4;1;"66001";2008;1;1;0,00;12,80
"2050";1;4;1;"76001";2007;1;1;0,00;114,02
"2051";1;4;1;"66001";2011;1;1;0,00;22,23
"2053";1;1;1;"11001";2011;1;1;0,00;27,32
"2053";2;1;1;"17001";2014;1;3;80000,00;27,32
"2053";3;4;1;"05001";2016;1;1;0,00;27,32
"2053";4;4;1;"66001";2017;1;1;0,00;27,32
"2055";1;4;1;"66170";2003;1;1;0,00;71,44
"2060";1;1;1;"66001";2016;1;1;0,00;59,75
"2062";1;1;1;"11001";2015;1;1;0,00;23,50
"2063";1;1;1;"66001";2012;1;2;0,00;59,15
"2063";2;1;1;"66001";2014;1;3;0,00;59,15
"2064";1;1;1;"11001";2014;1;1;0,00;126,70
"2065";1;4;1;"66001";2016;1;1;0,00;64,30
"2065";2;4;1;"66001";2006;1;1;0,00;64,30
"2067";1;4;1;"66001";2012;1;1;0,00;71,44
"2068";1;4;1;"66001";2017;1;1;0,00;160,32
"2069";1;1;1;"66001";2003;1;4;0,00;62,71
"2070";1;4;1;"66170";2015;1;1;0,00;121,94
"2072";1;1;1;"66001";2015;1;1;0,00;27,92
"2073";1;1;1;"66001";2012;1;1;0,00;24,45
"2073";2;4;1;"66400";2016;1;1;0,00;24,45
"2074";1;1;1;"66001";2015;1;2;0,00;364,87
"2079";1;1;1;"05266";2012;1;3;0,00;170,83
"2079";2;4;1;"66001";2017;1;1;0,00;170,83
"2080";1;4;1;"66001";2012;1;1;0,00;72,62
"2081";1;4;1;"66001";2013;1;1;0,00;32,62
"2084";1;1;1;"66170";2010;1;2;0,00;27,45
"2087";1;4;1;"66001";2015;1;1;0,00;83,73
"2094";1;1;4;"63001";1995;1;2;0,00;27,35
"2095";1;1;1;"66001";2007;1;1;0,00;13,08
"2096";1;1;1;"11001";2011;1;1;0,00;12,90
"2098";1;4;1;"66001";2011;1;1;0,00;79,42
"2099";1;4;1;"76147";2013;1;1;0,00;83,73
"2100";1;1;2;"66001";2017;1;2;0,00;22,23
"2100";2;1;2;"66001";2015;1;2;0,00;22,23
"2102";1;1;1;"66001";2016;1;1;0,00;12,80
"2103";1;2;1;"66001";2017;1;1;0,00;12,90
"2106";1;4;1;"11001";2013;1;1;0,00;109,78
"2109";1;1;1;"66001";2012;1;1;0,00;28,99
"2110";1;2;1;"76001";2017;1;2;0,00;34,90
"2111";1;1;1;"05059";2008;1;1;0,00;58,02
"2112";1;4;1;"66001";2013;1;2;17500,00;62,18
"2112";2;4;1;"66170";2016;1;2;17500,00;62,18
"2113";1;4;1;"66001";2014;1;1;0,00;61,45
"2113";2;4;1;"41206";9999;1;1;0,00;61,45
"2114";1;4;1;"66001";2014;1;1;0,00;58,86
"2115";1;4;1;"66001";2008;1;1;0,00;58,18
"2119";1;4;1;"66001";2017;1;1;0,00;62,71
"2121";1;1;1;"66001";2011;1;1;0,00;23,50
"2122";1;1;1;"66001";2015;1;1;0,00;48,49
"2125";1;1;1;"66001";2015;1;1;0,00;34,47
"2126";1;1;1;"66001";2016;1;3;60000,00;47,65
"2128";1;1;1;"11001";2017;1;2;100000,00;28,75
"2131";1;4;1;"66001";9999;1;1;0,00;37,87
"2131";2;4;1;"66001";9999;1;1;0,00;37,87
"2132";1;4;1;"66001";2012;1;3;30000,00;13,35
"2133";1;4;1;"66001";2017;1;1;0,00;30,75
"2134";1;4;1;"66001";2007;1;1;0,00;63,69
"2135";1;4;1;"66001";2005;1;1;0,00;81,05
"2138";1;4;1;"66170";2010;1;1;0,00;25,29
"2140";1;4;1;"63130";2007;1;1;0,00;94,77
"2141";1;4;1;"66001";9999;1;1;0,00;14,34
"2142";1;1;1;"66001";2016;1;1;0,00;9,90
"2142";2;4;1;"66001";2015;1;1;0,00;9,90
"2146";1;4;1;"66001";2015;1;2;20000,00;47,65
"2151";1;1;1;"17001";2006;1;1;0,00;9,90
"2154";1;4;1;"66001";2012;1;1;0,00;35,93
"2155";1;4;1;"66001";2012;1;1;0,00;30,75
"2161";1;1;1;"11001";2005;1;1;0,00;22,10
"2164";1;4;1;"66001";9999;1;1;0,00;85,92
"2165";1;4;1;"66001";9999;1;1;0,00;7,67
"2169";1;4;1;"66001";2015;1;1;0,00;20,89
"2170";1;4;1;"66001";2016;1;1;0,00;35,54
"2171";1;4;1;"66170";2007;1;2;0,00;46,35
"2174";1;4;4;"66170";2016;1;2;0,00;20,26
"2175";1;4;1;"66001";2013;1;2;0,00;51,47
"2176";1;4;1;"66001";2007;1;1;0,00;71,38
"2177";1;1;1;"66001";1998;1;1;0,00;11,39
"2179";1;1;1;"17001";2011;1;3;70000,00;51,76
"2180";1;4;1;"66001";2005;1;1;0,00;61,99
"2182";1;4;1;"66400";2007;1;4;0,00;346,67
"2186";1;4;1;"66001";2013;1;1;0,00;84,02
"2186";2;4;1;"66001";2008;1;1;0,00;84,02
"2187";1;4;1;"66001";2015;1;1;0,00;98,43
"2189";1;4;1;"66001";2017;1;1;0,00;40,00
"2190";1;4;1;"66001";9999;1;1;0,00;57,81
"2191";1;4;1;"66001";9999;1;2;0,00;79,75
"2195";1;1;1;"05001";9999;1;1;0,00;39,14
"2198";1;4;1;"66001";9999;1;1;0,00;62,38
"2199";1;4;1;"66001";9999;1;1;0,00;55,62
"2199";2;4;1;"66001";9999;1;1;0,00;55,62
"2201";1;1;1;"25175";2001;1;1;0,00;7,35
"2202";1;1;1;"11001";2015;1;1;0,00;5,09
"2203";1;4;1;"76318";2013;1;1;0,00;114,29
"2208";1;1;1;"05059";2014;1;1;0,00;16,14
"2208";2;4;1;"66001";2013;1;1;0,00;16,14
"2208";3;4;1;"66170";2017;1;1;0,00;16,14
"2209";1;1;1;"11001";2011;1;1;0,00;16,07
"2212";1;1;1;"66001";2008;1;1;0,00;16,39
"2218";1;1;1;"11001";2009;1;1;0,00;25,64
"2218";2;4;1;"76147";2006;1;1;0,00;25,64
"2218";3;4;1;"17001";2005;1;1;0,00;25,64
"2218";4;4;1;"66001";1994;1;1;0,00;25,64
"2218";5;4;1;"66001";2016;1;1;0,00;25,64
"2219";1;1;1;"11001";2005;1;1;0,00;25,64
"2220";1;1;1;"11001";2012;1;1;0,00;25,56
"2221";1;1;1;"66001";2016;1;1;0,00;56,32
"2223";1;1;4;"66001";1968;1;4;0,00;29,63
"2224";1;1;1;"66170";1998;1;4;0,00;32,31
"2227";1;1;1;"11001";2015;1;4;0,00;39,36
"2227";2;4;1;"66001";2015;1;1;0,00;39,36
"2229";1;1;2;"66170";2007;1;4;0,00;117,43
"2229";2;4;1;"66001";2017;1;1;0,00;117,43
"2230";1;1;1;"66001";2012;1;4;0,00;58,34
"2230";2;4;1;"66001";2014;1;1;0,00;58,34
"2232";1;1;2;"17001";1995;1;3;0,00;99,45
"2232";2;4;1;"66001";2014;1;3;0,00;99,45
"2245";1;1;1;"66001";2016;1;1;0,00;12,90
"2245";2;4;1;"66001";1970;1;1;0,00;12,90
"2246";1;4;1;"66170";2017;1;1;0,00;68,00
"2246";2;4;1;"66682";2010;1;1;0,00;68,00
"2246";3;4;1;"66001";2011;1;1;0,00;68,00
"2248";1;1;1;"05059";9999;1;1;0,00;27,90
"2249";1;1;4;"76001";1998;1;1;0,00;59,29
"2251";1;4;1;"66001";9999;1;1;0,00;27,74
"2254";1;7;2;"66001";2009;1;1;0,00;28,43
"2255";1;1;1;"11001";2012;1;1;0,00;12,99
"2256";1;2;2;"73001";2006;1;2;60000,00;257,81
"2256";2;4;1;"66001";2012;1;1;0,00;257,81
"2257";1;1;1;"66001";2015;1;4;0,00;111,80
"2259";1;1;1;"66001";2014;1;2;0,00;12,99
"2259";2;1;1;"66001";9999;1;2;0,00;12,99
"2260";1;1;1;"17001";2010;1;1;0,00;106,20
"2261";1;4;1;"66001";2005;1;1;0,00;186,62
"2262";1;4;1;"66001";2014;1;1;0,00;186,62
"2263";1;1;1;"76001";2015;1;1;0,00;28,88
"2264";1;4;1;"66170";2013;1;1;0,00;148,41
"2264";2;4;1;"66170";2013;1;1;0,00;148,41
"2266";1;1;1;"66001";2014;1;1;0,00;12,99
"2266";2;4;1;"66001";2017;1;1;0,00;12,99
"2266";3;4;1;"66001";2017;1;1;0,00;12,99
"2267";1;4;1;"66400";2008;1;1;0,00;84,73
"2270";1;4;1;"66400";2013;1;1;0,00;38,90
"2273";1;4;1;"66170";2011;1;1;0,00;87,91
"2274";1;1;1;"66001";9999;1;3;90000,00;17,50
"2275";1;1;1;"11001";2014;1;2;20000,00;56,74
"2275";2;3;2;"66001";2006;1;2;20000,00;56,74
"2275";3;4;1;"66001";2016;1;2;20000,00;56,74
"2276";1;1;1;"66001";2017;1;1;40000,00;101,69
"2278";1;4;1;"66001";2016;1;1;0,00;95,85
"2279";1;4;1;"66001";2017;1;3;26000,00;82,04
"2281";1;1;1;"66001";2005;1;4;0,00;37,93
"2283";1;4;1;"66001";9999;1;1;0,00;44,62
"2284";1;4;1;"66001";2016;1;1;0,00;61,27
"2284";2;6;2;"66001";2008;1;4;60000,00;61,27
"2285";1;4;1;"66001";2016;1;2;30000,00;25,66
"2287";1;1;1;"66001";2007;1;1;0,00;8,83
"2287";2;1;1;"63190";2008;1;1;0,00;8,83
"2287";3;4;1;"66001";2017;1;1;0,00;8,83
"2289";1;4;1;"66682";9999;1;1;0,00;51,10
"2295";1;1;4;"63594";1996;1;1;0,00;8,85
"2295";2;1;1;"66001";2016;1;1;0,00;8,85
"2296";1;4;1;"66001";1996;1;1;0,00;51,13
"2299";1;4;1;"66170";2014;1;1;0,00;31,51
"2302";1;1;1;"66001";9999;1;1;0,00;25,66
"2303";1;4;1;"66001";9999;1;1;0,00;271,91
"2306";1;4;1;"63190";2012;1;4;0,00;140,79
"2308";1;4;1;"66400";9999;1;1;0,00;38,68
"2310";1;4;1;"66001";2016;1;1;0,00;45,21
"2311";1;1;1;"66001";2014;1;1;0,00;25,66
"2312";1;1;1;"66001";2010;1;2;100000,00;25,66
"2313";1;1;1;"66001";1980;1;1;0,00;8,01
"2316";1;1;1;"66001";2012;1;1;0,00;8,83
"2320";1;4;1;"66001";2014;1;1;0,00;51,44
"2320";2;4;1;"66001";2003;1;1;0,00;51,44
"2325";1;4;1;"66001";2006;1;1;0,00;7,47
"2326";1;1;1;"66001";2009;1;1;0,00;3,38
"2327";1;4;1;"66001";2006;1;1;0,00;7,44
"2327";2;1;1;"11001";2003;1;1;0,00;7,44
"2329";1;1;1;"66001";2016;1;1;0,00;12,37
"2334";1;4;1;"66001";9999;1;1;0,00;74,11
"2340";1;1;1;"66001";2015;1;1;0,00;64,09
"2340";2;4;1;"66001";2014;1;1;0,00;64,09
"2345";1;4;1;"66170";2011;1;1;0,00;68,48
"2346";1;4;1;"66400";2014;1;1;0,00;87,80
"2348";1;4;1;"66001";2013;1;1;0,00;287,99
"2352";1;4;1;"66001";9999;1;2;0,00;165,85
"2355";1;4;1;"66001";2016;1;4;0,00;545,45
"2358";1;4;1;"66001";2013;1;1;0,00;107,13
"2360";1;4;1;"66001";2013;1;1;0,00;27,68
"2361";1;4;1;"66001";2012;1;1;0,00;107,13
"2362";1;4;1;"66170";2013;1;1;0,00;32,24
"2363";1;4;1;"66001";2008;1;1;0,00;54,20
"2368";1;4;1;"63190";2011;1;1;0,00;29,53
"2368";2;4;1;"63190";2011;1;1;0,00;29,53
"2372";1;4;1;"11001";2010;1;1;0,00;79,33
"2374";1;1;1;"11001";1998;1;3;0,00;16,86
"2374";2;1;4;"05001";1988;1;3;0,00;16,86
"2375";1;4;1;"66001";2008;1;4;0,00;253,20
"2378";1;4;1;"66001";2016;1;1;0,00;11,46
"2379";1;4;1;"17614";2016;1;1;0,00;71,79
"2380";1;1;1;"17001";1997;1;1;0,00;61,48
"2380";2;4;1;"66001";2015;1;1;0,00;61,48
"2380";3;4;1;"66001";2015;1;1;0,00;61,48
"2380";4;4;1;"66001";2017;1;1;0,00;61,48
"2380";5;4;1;"66170";2017;1;1;0,00;61,48
"2381";1;4;1;"66001";9999;1;1;0,00;53,13
"2390";1;4;1;"66001";2014;1;1;0,00;87,14
"2394";1;4;1;"66001";2012;1;2;20000,00;23,45
"2395";1;4;1;"66001";1994;1;1;0,00;194,71
"2395";2;4;1;"66001";2014;1;1;0,00;194,71
"2397";1;1;1;"11001";2005;1;3;40000,00;23,89
"2397";2;4;1;"66001";2005;1;1;0,00;23,89
"2400";1;4;1;"66001";2016;1;1;0,00;27,93
"2401";1;2;4;"05001";1995;1;3;0,00;41,64
"2401";2;4;1;"66001";2015;1;1;0,00;41,64
"2403";1;4;1;"66001";2009;1;1;0,00;29,28
"2403";2;4;1;"76147";2007;1;1;0,00;29,28
"2404";1;1;1;"66001";2013;1;1;0,00;60,26
"2410";1;4;1;"66001";9999;1;1;0,00;97,73
"2412";1;4;1;"66001";2012;1;1;0,00;48,81
"2413";1;4;4;"05001";1980;1;1;0,00;50,97
"2413";2;1;1;"66001";2014;1;4;0,00;50,97
"2414";1;1;1;"17001";1994;1;4;0,00;47,17
"2414";2;4;1;"66001";2011;1;1;0,00;47,17
"2418";1;4;1;"66001";2013;1;1;0,00;16,89
"2419";1;4;1;"66001";2004;1;1;0,00;40,88
"2422";1;4;1;"66001";2015;1;1;0,00;17,57
"2440";1;4;1;"66001";2017;1;1;0,00;58,06
"2440";2;4;1;"66170";2009;1;1;0,00;58,06
"2442";1;4;1;"66001";2010;1;1;0,00;35,45
"2442";2;4;1;"66001";2014;1;1;0,00;35,45
"2443";1;4;1;"66001";9999;1;1;0,00;25,74
"2444";1;4;1;"66001";9999;1;1;0,00;38,92
"2445";1;4;1;"66170";2017;1;1;0,00;35,45
"2447";1;4;1;"63001";1996;1;1;0,00;21,16
"2448";1;1;1;"66594";1994;1;2;0,00;38,30
"2448";2;4;1;"66001";2008;1;1;0,00;38,30
"2451";1;4;1;"66001";1999;1;1;0,00;21,16
"2454";1;4;1;"66001";9999;1;1;0,00;32,06
"2456";1;4;1;"63001";2014;1;1;0,00;41,86
"2456";2;4;1;"66170";1998;1;1;0,00;41,86
"2456";3;4;1;"66594";1998;1;1;0,00;41,86
"2459";1;4;1;"66170";2005;1;1;0,00;35,41
"2463";1;1;1;"76001";1987;1;1;0,00;42,83
"2465";1;1;1;"11001";1996;1;1;0,00;64,13
"2465";2;1;1;"17001";1987;1;1;0,00;64,13
"2465";3;4;1;"76622";2013;1;1;0,00;64,13
"2472";1;4;1;"66001";9999;1;1;0,00;46,23
"2474";1;1;1;"68001";2010;1;1;0,00;260,47
"2475";1;1;1;"66001";2013;1;1;0,00;112,79
"2475";2;4;1;"66001";9999;1;1;0,00;112,79
"2476";1;4;1;"17001";2015;1;1;0,00;216,13
"2482";1;4;1;"66001";2016;1;2;0,00;214,57
"2485";1;1;1;"76001";2005;1;1;0,00;86,87
"2489";1;1;1;"63130";2005;1;3;125000,00;57,51
"2489";2;2;1;"05059";1967;1;3;125000,00;57,51
"2492";1;4;1;"66001";2007;1;1;0,00;126,33
"2494";1;4;1;"66170";2008;1;1;0,00;76,18
"2496";1;4;1;"66400";1999;1;1;0,00;56,55
"2502";1;4;1;"66170";2003;1;1;0,00;190,89
"2505";1;4;1;"66001";9999;1;1;0,00;88,56
"2507";1;5;1;"66170";2013;5;2;50000,00;72,38
"2508";1;4;1;"76622";9999;1;1;0,00;216,06
"2512";1;4;1;"17614";2003;1;1;0,00;40,95
"2513";1;1;1;"66001";9999;1;1;0,00;74,38
"2513";2;2;1;"66001";9999;1;1;0,00;74,38
"2513";3;4;1;"66001";9999;1;1;0,00;74,38
"2516";1;4;1;"66001";2009;1;1;0,00;29,53
"2518";1;4;1;"66001";2014;1;1;0,00;17,75
"2518";2;4;1;"66001";2004;1;1;0,00;17,75
"2519";1;1;1;"11001";1996;1;1;0,00;18,27
"2519";2;4;1;"66001";2008;1;1;0,00;18,27
"2519";3;4;1;"66170";2012;1;1;0,00;18,27
"2520";1;4;1;"66001";2014;1;1;0,00;18,27
"2521";1;4;1;"66001";2016;1;1;0,00;87,14
"2527";1;4;1;"66001";2009;1;1;0,00;67,99
"2527";2;4;1;"66001";2015;1;1;0,00;67,99
"2528";1;1;1;"66001";9999;1;1;0,00;67,99
"2528";2;4;1;"66001";9999;1;1;0,00;67,99
"2529";1;4;1;"66001";2015;1;1;0,00;67,99
"2530";1;1;1;"76001";1950;1;1;0,00;46,55
"2530";2;2;1;"76001";1974;1;1;0,00;46,55
"2530";3;2;1;"76520";1974;1;1;0,00;46,55
"2531";1;2;1;"05001";2015;1;1;0,00;58,42
"2532";1;2;1;"66170";9999;1;1;0,00;30,30
"2532";4;4;1;"66001";9999;1;1;0,00;30,30
"2534";1;4;1;"66001";2017;1;1;0,00;71,40
"2536";1;4;1;"66001";2012;1;1;0,00;152,30
"2536";2;4;1;"66001";2007;1;1;0,00;152,30
"2540";1;4;1;"66001";2015;1;1;0,00;72,89
"2541";1;4;1;"66001";2014;1;1;0,00;19,83
"2543";1;1;1;"66001";2010;1;1;0,00;62,32
"2543";2;1;1;"76147";1979;1;1;0,00;62,32
"2554";1;4;1;"66001";2013;1;1;0,00;25,54
"2554";2;4;1;"66001";2015;1;1;0,00;25,54
"2556";1;4;1;"66001";2013;1;1;0,00;38,08
"2558";1;4;1;"66001";2015;1;1;0,00;63,87
"2562";1;4;1;"66001";2016;1;1;0,00;31,00
"2564";1;1;3;"66001";2010;1;4;0,00;127,88
"2564";2;4;1;"66001";2015;1;1;0,00;127,88
"2569";1;4;1;"66001";1996;1;3;20000,00;140,28
"2569";2;4;1;"66170";2006;1;3;20000,00;140,28
"2573";1;1;1;"66170";9999;1;3;35000,00;50,32
"2573";2;4;1;"66170";2017;1;1;0,00;50,32
"2574";1;4;1;"66001";2008;1;1;0,00;162,50
"2574";2;4;1;"66001";2016;1;1;0,00;162,50
"2576";1;1;1;"66001";2010;1;2;60000,00;51,47
"2577";1;1;1;"66001";2018;1;1;0,00;25,75
"2577";2;4;1;"17001";1998;1;1;0,00;25,75
"2577";3;4;1;"66001";2005;1;1;0,00;25,75
"2579";1;1;1;"66001";2007;1;2;0,00;24,92
"2580";1;1;1;"66001";2000;1;2;0,00;63,87
"2580";2;4;1;"66001";2014;1;2;0,00;63,87
"2582";1;4;1;"66001";2013;1;1;0,00;62,19
"2582";2;4;1;"66001";2014;1;1;0,00;62,19
"2583";1;4;1;"66001";2000;1;1;0,00;29,28
"2586";1;6;1;"66001";9999;1;3;0,00;35,47
"2588";1;4;1;"66001";2016;1;1;0,00;93,33
"2588";2;4;1;"66001";2001;1;1;0,00;93,33
"2590";1;1;1;"66001";2016;1;2;0,00;27,87
"2591";1;1;1;"66001";2015;1;1;0,00;27,87
"2594";1;4;1;"66001";2009;1;1;0,00;36,29
"2595";1;1;1;"05059";1979;1;3;60000,00;74,11
"2599";1;4;1;"17001";2012;1;1;0,00;47,54
"2600";1;4;1;"05376";2014;1;1;0,00;49,53
"2602";1;4;1;"66001";2012;1;1;0,00;74,11
"2606";1;4;1;"63001";2014;1;1;0,00;47,54
"2611";1;2;2;"66001";2011;1;2;14000,00;15,81
"2612";1;4;1;"63130";1989;1;1;0,00;15,15
"2614";1;4;1;"66001";2010;1;1;0,00;27,90
"2619";1;1;1;"11001";2013;1;1;0,00;36,81
"2619";2;4;1;"50006";2015;1;1;0,00;36,81
"2625";1;1;1;"66001";2016;1;1;0,00;5,79
"2627";1;1;1;"66001";2008;1;1;0,00;16,67
"2627";2;4;1;"66170";2013;1;1;0,00;16,67
"2629";1;4;1;"17001";2014;1;1;0,00;13,82
"2630";1;1;1;"66001";2011;1;1;0,00;5,79
"2632";1;4;1;"66001";1990;1;1;0,00;188,57
"2634";1;4;1;"66001";2005;1;1;0,00;28,19
"2635";1;4;1;"66001";2015;1;1;0,00;26,08
"2636";1;1;1;"66001";2017;1;2;0,00;90,17
"2636";2;4;1;"66001";2015;1;1;0,00;90,17
"2639";1;4;1;"66001";2017;1;1;0,00;35,62
"2640";1;4;1;"66001";2006;1;1;0,00;114,92
"2641";1;1;2;"66001";2009;1;1;0,00;308,13
"2646";1;4;1;"66001";2013;1;1;0,00;106,26
"2648";1;4;1;"41206";2015;1;1;0,00;74,11
"2648";2;4;1;"41206";2008;1;1;0,00;74,11
"2653";1;4;1;"66001";2004;1;3;21000,00;127,60
"2657";1;1;1;"66001";2013;1;4;0,00;86,22
"2657";2;4;1;"76001";9999;1;1;0,00;86,22
"2658";1;4;1;"66001";9999;1;1;0,00;298,52
"2659";1;1;1;"66001";2010;1;1;0,00;29,45
"2661";1;1;1;"66001";2016;1;1;0,00;26,62
"2664";1;1;4;"66001";2007;1;3;30000,00;59,23
"2667";1;4;1;"66001";2007;1;1;0,00;18,46
"2669";1;1;1;"66001";2010;1;4;0,00;47,74
"2670";1;1;1;"11001";2017;1;4;50000,00;42,57
"2670";2;1;1;"66400";2017;1;4;50000,00;42,57
"2673";1;1;1;"63001";2007;1;4;0,00;28,72
"2674";1;1;1;"63001";9999;1;4;50000,00;15,14
"2674";2;4;1;"63190";9999;1;1;0,00;15,14
"2675";1;4;1;"66170";1996;1;1;0,00;52,49
"2697";1;1;1;"05001";2008;1;1;0,00;16,41
"2697";2;4;1;"66001";2015;1;1;0,00;16,41
"2699";1;4;1;"66001";2012;1;1;0,00;43,44
"2700";1;4;1;"66001";2010;1;1;0,00;43,44
"2701";1;4;1;"66001";2015;1;1;0,00;62,19
"2703";1;4;1;"63001";9999;1;1;0,00;7,82
"2704";1;4;1;"66001";9999;1;1;0,00;15,97
"2705";1;4;1;"66001";2008;1;1;0,00;16,41
"2706";1;4;1;"66001";9999;1;1;0,00;29,23
"2707";1;4;1;"66001";2014;1;1;0,00;31,26
"2710";1;4;1;"05360";2005;1;1;0,00;8,27
"2711";1;4;1;"68152";2014;1;1;0,00;8,50
"2712";1;4;1;"66001";2015;1;1;0,00;53,46
"2713";1;4;1;"68001";2013;1;1;0,00;58,11
"2714";1;1;1;"66001";2003;1;2;70000,00;36,52
"2715";1;4;1;"66001";9999;1;1;0,00;22,44
"2718";1;4;1;"66001";2000;1;1;0,00;42,09
"2721";1;1;1;"66001";2016;1;1;0,00;29,40
"2722";1;4;1;"76147";2008;1;1;0,00;63,56
"2724";1;4;1;"66001";2012;1;1;0,00;32,48
"2726";1;4;1;"66170";2014;1;1;0,00;104,53
"2726";2;4;1;"66001";2017;1;1;0,00;104,53
"2726";3;4;1;"66001";2010;1;1;0,00;104,53
"2727";1;4;1;"66001";2013;1;1;0,00;23,64
"2728";1;4;1;"66001";9999;1;1;0,00;48,31
"2732";1;4;1;"66001";2008;1;1;0,00;52,92
"2740";1;4;1;"66001";9999;1;1;0,00;90,16
"2741";1;4;1;"66001";2009;1;1;0,00;159,20
"2742";1;4;1;"11001";1998;1;1;0,00;183,98
"2742";2;4;1;"17614";1999;1;1;0,00;183,98
"2743";1;1;1;"66682";1987;1;1;0,00;108,58
"2745";1;4;4;"66001";9999;1;4;0,00;32,74
"2746";1;1;1;"66001";2016;1;4;0,00;42,37
"2746";2;1;1;"66001";2005;1;4;0,00;42,37
"2747";1;1;1;"66001";2016;1;2;45000,00;69,94
"2747";2;4;1;"66001";2015;1;1;0,00;69,94
"2750";1;4;1;"66170";9999;1;1;0,00;117,58
"2751";1;1;1;"63594";2004;1;1;0,00;137,41
"2755";1;4;1;"66170";9999;1;1;0,00;309,83
"2756";1;1;1;"76001";1995;1;1;0,00;145,08
"2759";1;1;1;"76001";2005;1;1;0,00;53,94
"2759";2;4;1;"66170";2008;1;1;0,00;53,94
"2759";3;4;1;"76147";2015;1;1;0,00;53,94
"2761";1;4;1;"66170";2005;1;1;0,00;141,85
"2761";2;4;1;"66170";2008;1;1;0,00;141,85
"2763";1;4;1;"66001";2006;1;1;0,00;18,96
"2765";1;4;1;"66001";2009;1;1;0,00;37,03
"2766";1;4;1;"63001";2015;1;1;0,00;29,16
"2766";2;1;1;"11001";2013;2;1;0,00;29,16
"2767";1;4;1;"08001";2000;1;1;0,00;7,54
"2768";1;4;1;"17001";2013;1;1;0,00;7,02
"2770";1;4;1;"66001";2016;1;1;0,00;51,61
"2772";1;4;1;"66001";1996;1;1;0,00;6,30
"2773";1;1;1;"19573";1984;1;3;75000,00;51,61
"2777";1;4;1;"66001";2016;1;1;0,00;40,50
"2781";1;4;1;"66001";9999;1;1;0,00;32,01
"2781";2;4;1;"66001";9999;1;1;0,00;32,01
