"FORMULARIO";"B_001";"D_003";"D_004";"D_005";"D_006";"D_006_A";"ZAT_O";"D_007";"D_008";"D_009_HH";"D_009_MM";"D_009_A";"D_010_NO";"D_010L";"D_010M";"D_010Mc";"D_010J";"D_010V";"D_010S";"D_010D";"D_010_Ocasional";"D_011A";"D_011B";"D_011C";"D_012";"F_EXP"
"2327";1;;;4/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;1;2;2;"trabajar,hogar,tramites,hogar";7,44
"2327";2;;;4/8/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"barrio centenario,providencia,trabajar,hogar";7,44
"2328";1;;;5/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"trabajar,hogar";71,12
"2328";2;;;5/8/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;10;"tramites,hogar";71,12
"2328";3;;;5/8/2017 0:00:00;1;;;;;12;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"estudiar,hogar";71,12
"2328";4;;;5/8/2017 0:00:00;1;;;;;12;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"estudiar,hogar";71,12
"2328";5;;;5/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;10;"estudiar,hogar";71,12
"2329";1;;;5/8/2017 0:00:00;1;;;;;3;0;"P.M.";0;1;1;1;1;1;1;0;0;1;2;2;"compra,deligencia,hogar";12,37
"2329";2;;;5/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compra,diligencia,hogar";12,37
"2331";1;;;5/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar,trabajar,hogar";5,88
"2331";2;;;5/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar,trabajar,hogar";5,88
"2331";3;;;5/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"gym,hogar";5,88
"2331";4;;;5/8/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";5,88
"2333";1;;;10/8/2017 0:00:00;2;"LOS CEREZOS CONJUNTO";;"66170";;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"HOGAR,TRABAJO";79,75
"2333";3;;;10/8/2017 0:00:00;1;;;;;6;50;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";79,75
"2334";1;;;10/8/2017 0:00:00;1;;;;;6;40;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"llevar hija,trabajar,recoger hija,almorzar,trabar,hogar,comer algo ,hogar";74,11
"2334";2;;;10/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"llevar hija al colegio,hogar,compras,hogar,paseo ,hogar";74,11
"2334";3;;;10/8/2017 0:00:00;1;;;;;6;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";74,11
"2335";1;;;9/8/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,casa";69,93
"2335";2;;;9/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,volver casa";69,93
"2336";2;;;4/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ir a u curso de la iglesia,volver al hogar";51,76
"2338";3;;;9/8/2017 0:00:00;1;;;;;11;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,hogar";52,38
"2338";5;;;9/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"recreacion,hogar";52,38
"2338";6;;;9/8/2017 0:00:00;1;;;;;1;15;"P.M.";0;0;0;0;0;0;1;1;0;2;2;1;"colegio,hogar";52,38
"2339";1;;;9/8/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ver alguien,hogar";75,78
"2339";2;;;9/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;0;0;0;0;2;2;1;"trabajo,hogar";75,78
"2339";3;;;9/8/2017 0:00:00;1;;;;;11;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;2;"ver alguien ,hohar";75,78
"2340";1;;;9/8/2017 0:00:00;1;;;;;9;0;"A.M.";0;1;1;1;1;1;1;1;0;1;1;2;"cita medica,visitar alguien ,ir a mercar,visitar alguien ,hogar";64,09
"2341";1;;;10/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"diligencia,hogar";68,48
"2343";1;;;11/8/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"trabajar,hogar";47,57
"2343";2;;;11/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudiar,hogar";47,57
"2343";3;;;11/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudiar,hogar";47,57
"2343";4;;;11/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudiar,hogar";47,57
"2344";1;;;10/8/2017 0:00:00;1;;;;;9;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"cenro,hogar";102,25
"2345";1;;;10/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"villa santana,mega centro, centro,hogar";68,48
"2345";2;;;10/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"universidad,hogar";68,48
"2346";2;;;11/8/2017 0:00:00;1;;;;;5;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajo,hogar";87,80
"2347";3;;;10/8/2017 0:00:00;1;;;;;6;20;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";152,95
"2347";4;;;10/8/2017 0:00:00;1;;;;;6;35;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR,HOGAR";152,95
"2347";5;;;10/8/2017 0:00:00;1;;;;;12;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIA,HOGAR";152,95
"2348";1;;;10/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar,compras,casa,trabajar,casa";287,99
"2349";1;;;10/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";79,75
"2349";2;;;10/8/2017 0:00:00;1;;;;;7;50;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,casa,medicamento,hogar";79,75
"2349";3;;;10/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";79,75
"2349";4;;;10/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";79,75
"2350";3;;;11/8/2017 0:00:00;1;;;;;5;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";79,75
"2350";4;;;11/8/2017 0:00:00;1;;;;;5;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";79,75
"2352";1;;;15/8/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tramites,hogar";165,85
"2352";2;;;15/8/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajar,hogar";165,85
"2354";1;;;15/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,hogar,velorio,hogar";31,24
"2355";1;;;15/8/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";545,45
"2355";2;;;15/8/2017 0:00:00;1;;;;;10;0;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"ver alguien,hogar";545,45
"2356";1;;;15/8/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";31,24
"2356";2;;;15/8/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";31,24
"2357";1;;;11/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IR A TIENDA,CASA";104,53
"2357";2;;;11/8/2017 0:00:00;1;;;;;9;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"IR AL GYM,VOLVER A HOGAR";104,53
"2357";4;;;11/8/2017 0:00:00;1;;;;;4;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJAR,HOGAR";104,53
"2358";1;;;11/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CITA MEDICA,HOGAR";107,13
"2358";3;;;11/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ACOMPAR AL MEDICO,HOGAR";107,13
"2358";4;;;11/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;0;0;0;2;1;2;"TRABAJO,HOGAR";107,13
"2359";2;;;11/8/2017 0:00:00;1;;;;;7;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"misa hogar";60,83
"2360";2;;;11/8/2017 0:00:00;1;;;;;6;45;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"iglesia,hogar";27,68
"2360";3;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";27,68
"2360";4;;;11/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudia,hogar";27,68
"2360";5;;;11/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";27,68
"2361";1;;;11/8/2017 0:00:00;1;;;;;5;20;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajar,hogar,estudiar,hogar";107,13
"2361";3;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;1;0;2;2;1;"trabajar,antencio medica,casa";107,13
"2361";4;;;11/8/2017 0:00:00;1;;;;;6;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";107,13
"2362";1;;;12/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"visitar enfermo,hogar";32,24
"2362";2;;;12/8/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";32,24
"2362";3;;;12/8/2017 0:00:00;1;;;;;1;40;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajo,compras,hogar";32,24
"2362";5;;;12/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,hogar";32,24
"2363";1;;;11/8/2017 0:00:00;1;;;;;5;0;"A.M.";0;1;1;1;1;1;1;0;0;2;1;2;"trabajo,hogar,compra,hogar";54,20
"2363";2;;;11/8/2017 0:00:00;1;;;;;7;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compra,hogar";54,20
"2363";3;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar";54,20
"2364";1;;;12/8/2017 0:00:00;1;;;;;5;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar,tramites,hogar";26,59
"2364";2;;;12/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar,trabajar,hogar";26,59
"2364";3;;;12/8/2017 0:00:00;1;;;;;11;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tramites,tramites,hogar";26,59
"2364";4;;;12/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";26,59
"2364";5;;;12/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";26,59
"2366";1;;;12/8/2017 0:00:00;1;;;;;6;45;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"llevar hija,hogar,recoger hija,hogar";29,53
"2366";2;;;12/8/2017 0:00:00;1;;;;;6;20;"A.M.";0;1;1;1;1;1;1;1;0;2;2;1;"estudiar,casa,patineta,casa";29,53
"2366";3;;;12/8/2017 0:00:00;1;;;;;6;45;"A.M.";0;1;1;1;1;1;1;1;0;2;2;1;"ir a estudiar,casa,motar bicicleta,hogar";29,53
"2366";4;;;12/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,casa";29,53
"2367";2;;;12/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudiar,hogar";40,73
"2367";3;;;12/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudiar,hogar";40,73
"2368";1;;;12/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajar,hogar,trabajo,pradera,hogar";29,53
"2368";2;;;12/8/2017 0:00:00;1;;;;;4;0;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"compras,hogar";29,53
"2370";1;;;12/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,hogar,recreacion,hogar";118,82
"2370";3;;;12/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";118,82
"2370";4;;;12/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";118,82
"2370";5;;;12/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;7;"estudiar,hogar";118,82
"2372";1;;;15/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;0;0;0;1;1;1;0;2;1;2;"trabajar,hogar";79,33
"2374";1;;;15/8/2017 0:00:00;1;;;;;5;0;"A.M.";0;1;1;1;0;1;1;0;0;1;2;2;"trabajar,casa,dejar a alguien,trabajar,hogar,trabajar,dejar a alguien,hogar";16,86
"2374";2;;;15/8/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro,hogar";16,86
"2374";3;;;15/8/2017 0:00:00;1;;;;;6;15;"A.M.";0;1;1;1;1;1;1;0;0;1;2;2;"trabajo,hogar";16,86
"2374";4;;;15/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";16,86
"2375";1;;;15/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajo,hogar,dejar alguien ,hogar,coelgio,trabajo,hogar";253,20
"2375";2;;;15/8/2017 0:00:00;1;;;;;7;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";253,20
"2375";3;;;15/8/2017 0:00:00;1;;;;;11;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"colegio,hogar,recoger alguien,hogar,colegio,hogar";253,20
"2375";4;;;15/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;10;"estrenar,hogar,colegio,hogar";253,20
"2375";5;;;15/8/2017 0:00:00;1;;;;;1;0;"P.M.";0;0;0;0;0;0;0;0;1;2;2;1;"colegio,hogar";253,20
"2375";6;;;15/8/2017 0:00:00;1;;;;;1;0;"P.M.";0;0;0;0;0;0;0;0;1;2;2;2;"colegio,hogar";253,20
"2376";1;;;5/8/2017 0:00:00;1;;;;;3;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"visitar medico,hogar,hospital,hogar";70,05
"2378";1;;;10/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,casa";11,46
"2378";2;;;10/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"llevar a alguien ,casa,trabajar,recoger alguien,casa,trabajo,casa";11,46
"2378";4;;;10/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";11,46
"2379";1;;;9/8/2017 0:00:00;2;"aluminios de colombia salida sta rosa";;;"santa rosa";7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"hogar,trabajo";71,79
"2379";2;;;9/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;0;0;0;0;0;0;0;1;2;2;1;"estudiar,hogar,centro,hogar";71,79
"2380";1;;;10/8/2017 0:00:00;1;;;;;9;0;"A.M.";0;0;0;0;0;0;0;0;1;1;1;2;"hacer vueltas,hogar,comprar,regreso hogar";61,48
"2380";4;;;10/8/2017 0:00:00;1;;;;;6;15;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"salio a estudiar,hogar";61,48
"2380";5;;;10/8/2017 0:00:00;1;;;;;7;45;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"trabajar,almorzar,trabajo,hogar";61,48
"2380";6;;;10/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;1;1;1;1;1;1;0;1;1;2;"trabajar,hogar";61,48
"2381";1;;;9/8/2017 0:00:00;1;;;;;6;40;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajo,hogar";53,13
"2381";2;;;9/8/2017 0:00:00;1;;;;;8;0;"A.M.";0;1;0;0;0;0;1;1;0;2;1;2;"trabajo,hogar,parque industrial,hogar";53,13
"2381";3;;;9/8/2017 0:00:00;1;;;;;8;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"parque industrial,hogar";53,13
"2381";4;;;9/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";53,13
"2382";1;;;9/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tramites,tramites,hogar";7,67
"2384";1;;;10/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"reclamar,regreso a casa";15,39
"2385";1;;;9/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ciudad victoria,casa,comprar,casa";71,79
"2385";2;;;9/8/2017 0:00:00;1;;;;;6;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro comericial,casa,visitar tia,visitar amigo,casa,billa,casa";71,79
"2386";3;;;9/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"valher,hogar";53,13
"2387";1;;;9/8/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tienda,hogar,tienda,hogar";43,80
"2387";2;;;9/8/2017 0:00:00;1;;;;;6;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"pico y placa,hogar";43,80
"2387";4;;;9/8/2017 0:00:00;1;;;;;2;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"billar,hogar";43,80
"2388";1;;;9/8/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tramite,casa,";71,79
"2388";2;;;9/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,casa,trabajar,casa";71,79
"2390";1;;;12/8/2017 0:00:00;1;;;;;6;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;10;"trabajar,casa";87,14
"2390";2;;;12/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"compras,casa";87,14
"2391";1;;;11/8/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"dosquebradas,hogar";47,78
"2391";2;;;11/8/2017 0:00:00;1;;;;;6;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"altavista,hogar";47,78
"2391";3;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"cra 7 con cll 45,hogar";47,78
"2391";4;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"carlota sanchez,hogar";47,78
"2391";5;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"centro logistico,hogar";47,78
"2392";1;;;10/8/2017 0:00:00;1;;;;;6;35;"A.M.";0;1;1;1;1;1;1;0;0;2;2;1;"trabajar,casa,providencia,casa";17,53
"2392";2;;;10/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,casa";17,53
"2393";1;;;9/8/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";5,46
"2393";3;;;9/8/2017 0:00:00;1;;;;;5;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";5,46
"2393";4;;;9/8/2017 0:00:00;1;;;;;12;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";5,46
"2393";5;;;9/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"estudiar,hogar";5,46
"2394";1;;;10/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"trabajar,hogar";23,45
"2394";2;;;10/8/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"visitar alguien,hogar";23,45
"2394";3;;;10/8/2017 0:00:00;1;;;;;2;30;"P.M.";0;0;0;0;0;0;1;1;0;2;1;2;"malaga,sector A ,hogar";23,45
"2394";4;;;10/8/2017 0:00:00;1;;;;;6;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"obra,hogar";23,45
"2395";1;;;10/8/2017 0:00:00;2;"matadero km 3 via marsella";;;;3;0;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"hogar";194,71
"2395";2;;;10/8/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"recoger tierra,hogar";194,71
"2395";3;;;10/8/2017 0:00:00;1;;;;;1;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"recoger tierra,hogar";194,71
"2396";1;;;10/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"tienda,hogar";29,63
"2396";2;;;10/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"panamericanas,hogar";29,63
"2397";1;;;11/8/2017 0:00:00;1;;;;;2;0;"P.M.";0;1;1;1;1;1;1;1;0;1;1;2;"trabajar,hogar";23,89
"2397";2;;;11/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"liga contra el cancer,hogar";23,89
"2399";1;;;11/8/2017 0:00:00;1;;;;;4;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"caminar,hogar";44,75
"2399";2;;;11/8/2017 0:00:00;1;;;;;8;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"supermercado,hogar";44,75
"2400";1;;;11/8/2017 0:00:00;2;;;"GUADUALITO";"66001";7;0;"A.M.";0;0;0;0;0;0;0;0;1;2;1;2;"HOGAR,TRABAJO";27,93
"2400";2;;;11/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRABAJO,HOGAR";27,93
"2400";3;;;11/8/2017 0:00:00;1;;;;;7;30;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJO,HOGAR";27,93
"2400";4;;;11/8/2017 0:00:00;1;;;;;7;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO,HOGAR";27,93
"2400";5;;;11/8/2017 0:00:00;1;;;;;6;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIO,HOGAR";27,93
"2401";1;;;12/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;0;0;0;0;0;0;0;1;1;2;2;"TRABAJAR,HOGAR";41,64
"2401";2;;;12/8/2017 0:00:00;1;;;;;10;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"CITA MEDICA,HOGAR";41,64
"2401";3;;;12/8/2017 0:00:00;1;;;;;7;0;"A.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJAR,HOGAR";41,64
"2402";1;;;12/8/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VER ALGUIEN,HOGAR";26,81
"2403";2;;;12/8/2017 0:00:00;1;;;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TIENDA,HOGAR";29,28
"2403";3;;;12/8/2017 0:00:00;1;;;;;6;0;"P.M.";0;1;1;1;1;1;1;1;0;2;1;2;"TRABAJAR,HOGAR";29,28
"2404";1;;;15/8/2017 0:00:00;1;;;;;6;30;"A.M.";0;1;1;1;1;1;0;0;0;1;2;2;"TRABAJAR, ESTUDIAR, HOGAR";60,26
"2404";2;;;15/8/2017 0:00:00;1;;;;;3;0;"P.M.";0;0;0;0;0;0;0;0;1;1;2;1;"COMPRAR, HOGAR, RECOGER ESPOSO, HOGAR";60,26
"2407";1;;;5/8/2017 0:00:00;1;;;;;5;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VISITAR A ALGUIEN,HOGAR";121,94
"2407";2;;;5/8/2017 0:00:00;1;;;;;10;0;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, HOGAR";121,94
"2408";2;;;9/8/2017 0:00:00;2;"ZARAGOSA";;;;2;0;"P.M.";1;0;0;0;0;0;0;0;0;2;2;2;"VOLVER A CASA.";35,45
"2408";3;;;9/8/2017 0:00:00;1;;;;;1;30;"P.M.";1;0;0;0;0;0;0;0;0;2;2;1;"AVERIGUAR ALGO,DOSQUEBRAS, HOGAR";35,45
"2409";1;;;5/8/2017 0:00:00;1;;;;;8;30;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"TRAMITE EL EN MEDICO, HOGAR";48,81
"2409";2;;;5/8/2017 0:00:00;1;;;;;6;10;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"COLEGIO, HOGAR";48,81
"2409";3;;;5/8/2017 0:00:00;1;;;;;5;50;"A.M.";1;0;0;0;0;0;0;0;0;2;2;2;"ESTUDIAR, HOGAR";48,81
